,Judul,Konten
0,KPU Tak Permasalahkan JK Masuk Tim Pemenangan Jokowi-Ma'ruf    : Okezone News,", JAKARTA - Ketua Komisi Pemilihan Umum (KPU) Arief Budiman tidak mempermasalahkan nama Wakil Presiden Jusuf Kalla masuk dalam susunan tim kampanye pemenangan‎ Joko Widodo (Jokowi) - Ma'ruf Amin. Sebab, tidak ada aturan di KPU yang melarang hal tersebut.  ""Enggak diatur yang begitu (Wapres JK masuk dalam timses Pilpres),"" kata Arief di kantornya, Jalan Imam Bonjol, Jakarta Pusat, Senin (20/8/2018).Diketahui, Jusuf Kalla masuk sebagai dewan pengarah tim kampanye pemenangan Jokowi - Ma'ruf Amin. Koalisi Indonesia Kerja (KIK) pun telah menyerahkan nama Jusuf Kalla serta ‎susunan tim pemenangan lainnya ke KPU, pada hari ini.  Menurut Arief, posisi Jusuf Kalla di tim pemenangan Jokowi - Ma'ruf tidak masuk ke dalam pelanggaran. Sebab, posisinya tidak turun langsung ikut berkampanye. Berbeda hal ketika Jusuf Kalla ikut berkampanye, makan jabatan Wapresnya melekat pada dirinya.  ""Kalau dia pejabat negara dan berkampanye, maka ketentuan berkampanye melekat kepada dia. misalnya gak boleh menggunakan fasilitas negara. harus cuti selama mengikuti kampanye,"" terangnya.  Tak hanya posisi Jusuf Kalla sebagai Wapres, Arief juga tidak mempermasalahkan kepala daerah dan wakilnya yang masuk ke dalam susunan tim pemenangan Jokowi - Ma'ruf Amin. Terkecuali, sambung Arief, jika kepala daerah menjadi ketua tim pemenangan. ‎ ""Kalau kepala daerah kan yang enggak boleh jadi ketua. Apa yang sudah diatur maka itu yang nanti diberlakukan misalnya kepala daerah tadi,"" pungkasnya.           (wal)"
1,"Daftar Tim Pemenangan Jokowi-Maruf Amin, Johan Budi dan Arya Sinulingga Jadi Juru Bicara : Okezone News",", JAKARTA - Koalisi Indonesia Kerja (KIK) telah menyerahkan susunan tim kampanye pemenangan pasangan Joko Widodo-KH Ma'ruf Amin ke Komisi Pemilihan Umum (KPU). Dalam susunan itu, terdapat delapan juru bicara. ""Posisi juru bicara pertama ada Dr Ahmad Basarah, kedua ada Johan Budi,"" kata Sekjen PDI Perjuangan, Hasto Kristiyanto di Kantor KPU Pusat, Jalan Imam Bonjol, Menteng, Jakarta Pusat, Senin (20/8/2018).Kemudian,‎ Abdul Kadir Karding, Tb Ace Hasan Syadzily, Irma Suryani Chaniago, Arief Budimanta, Arya Sinulingga dan Lena Haryana Mukti. Selain juru bicara, dalam susunan tim kampanye nasional pemenangan Jokowi-Ma'ruf‎ Amin juga terdapat 11 direktorat yang bergerak dibidang dan keahliannya masing-masing. Direktorat itu dipimpin oleh direktur di antaranya adalah Direktur Program, Aria Bima; Direktur Konten Fikri Sapari; Direktur Komunikasi Politik, Usman Kansong; Direktur Kampanye, Beni Ramdani.‎Direktur Penggalangan Pemilih Muda, Adi Kusuma; Direktur Logistik dan APK, Marsda (purn) Kusra Hendra Harahap; Direktur Hukum dan Advokasi, Irwan Pulungan; Direktur Saksi, Arief Wibowo; serta Direktur Relawan, Maman Imanul Haq‎. ""Direktur Penggalangan Jaringan ada gugus tugas khusus penggalangan yang kami masukan di situ,"" terang Hasto.          (sal)"
2,Ini Tim Pemenangan Nasional Jokowi-Ma'ruf Amin di Pilpres 2019 : Okezone News,", JAKARTA – Para sekjen parpol Koalisi Indonesia Kerja (KIK) sudah menyerahkan berkas struktur dan nama-nama tim pemenanganan nasional pasangan Joko Widodo-KH Ma’ruf Amin di Pilpres 2019 ke KPU RI. Tapi, nama ketua tim pemenangan akan disetor belakangan. “Ketua tim kampanye nasional itu masih menunggu keputusan dari pasangan calon,” kata Sekjen PDI Perjuangan, Hasto Kristiyanto usai menyerahkan dokumen di Kantor KPU RI, Menteng, Jakarta Pusat, Senin (20/8/2018).“Kami juga tidak mengganggu kesibukan bapak Presiden yang saat ini berkonsentrasi terhadap pelaksanaan Asian Games dan juga membantu untuk penenganan bencana di Lombok,” lanjut dia. Berikut susunan Tim Pemenangan Nasional Jokowi-Ma’ruf Amin;Dewan Penasihat   1.	Ketum PDIP Megawati Soekarnoputri 2.	Ketum Golkar Airlangga Hartanto 3.	Ketum PKB Muhaimin Iskandar 4.	Ketum Nasdem Surya Paloh 5.	Ketum PPP Romahurmuzuy 6.	Ketum Hanura Osman Sapta Odang 7.	Ketum Perindo Hary Tanoesoedibjo 8.	Ketum PKPI Diaz Hendropriyono Ketum PSI Grace Natalie. Dewan Pengarah 1. Muhammad Jusuf Kalla 2.	Try Strisno 3.	Puan Maharani 4.	Pramono Anung Wibowo 5.	Sri Mulyani 6.	Agung Laksnono 7.	Akbar Tanjung 8.	KH Dimyati Rais 9.	Siswono Yudhohusodo 10.	Suharso Monoarva 11.	Sidarto tanusubroto 12.	Laksamana (Purn) Prof Marsetyo Ketua Tim Pemenangan: …? Wakil Ketua I Moeldoko Wakil Ketua II Lodewijk Paulus Wakil Ketua III Haji Abdul Kadir Karding Wakil Ketua IV Jhonny G Plate Wakil Ketua V Arsul Sani Wakil Ketua VI Herry Lontung Siregar Wakil Ketua VII Harjanto Y Thohari Wakil Ketua VIII Eriko Sutarduga Sekjen parpol KIK di KPU (Arie/Okezone) Sekretaris Tim Pemenangan Ketua Hasto Kristyanto Wakil Sekretaris Verry Surya Hendrawan, Ahmad Rofiq, Raja Juli Antoni, Dewi Suharto. Bendahara: Sakti Wahyu Trenggono, Agus Gumiwang Kartasasmita Wakil Bendahara: Juliari Batubara, Amir Uskara, Jazilul Fawaid, Syamsudin Andri Arsyad, Riri Lestari Murdiyat, Dudi Purwagandhi. Koordinator pemenangan pemilu partai merupakan ex-officio dari ketua badan pemenangan pemilu legislatif parpol Koalisi Indonedia Kerja Pengarah terotorial adalah para kepala daerah dan para wakil kepala daerah Koalisi Indonesia Kerja. Juru Bicara Tim Pemenangan: Ahmad Basarah Johan budi Abdul Kadir Karding Tb Ace Hasan Syadzily Irma Suryani Chaniago Arif Budimanta Arya Sinulingga Lena Haryana Mukti Direktorat: Direkte Program Aria Bima Direktur Konten Fikri Satari Direktur Komunikasi Politik Usman Kansong Direktur Kampanye Beni Ramdani Direktur Penggalangan Pemilih Muda Hadi Kusuma Direktur Logistik dan APK: Marsda (Purn) Usra Hendra Harahap Direktur Hukum dan Advokasi: Irwan Pulungan Direktur Saksi: Arief Wibowo Direktur Relawan: Maman Imanul Haq  (sal)"
3,"Moeldoko Jadi Tim Kampanye Jokowi-Ma'ruf, Djoko Santoso: Anak Buah Saya Itu    : Okezone News",", JAKARTA - Kepala Staf Kepresidenan, Moeldoko ditunjuk menjadi Wakil Ketua Tim Nasional Kampanye Joko Widodo-Ma'ruf Amin. Anggota Dewan Pembina Partai Gerindra Djoko Santoso mengomentari masuknya Moeldoko ke dalam tim pemenangan Jokowi-Ma'ruf Amin.  Djoko, yang merupakan kandidat Ketua Tim Pemenangan Prabowo Subianto-Sandiaga Uno menyatakan siap berkompetisi dengan Moeldoko.""Bukan melawan lah, ya kompetisi ya kan gitu,"" jelas Djoko di Kantor DPP Partai Gerindra, Jalan RM Harsono, Ragunan, Jakarta Selatan, Senin (20/8/2018).  Sebagai mantan Panglima TNI di era Presiden Susilo Bambang Yudhoyono, Djoko mengakui kehebatan Moeldoko yang disebutnya pernah menjadi anak buahnya. Bahkan Djoko mengakui pintarnya Moeldoko sehingga bisa seperti dirinya, yakni menjadi Panglima TNI.""Moeldoko bagus. Bagus Moeldoko. Anak buah saya yang pintar itu ya. Kalau enggak pintar, enggak bisa bintang empat,"" tuturnya.   Djoko menolak bila ia dan Moeldoko masuk dalam timses pasangan capres-cawapres dapat memecah belah kesolidan purnawirawan TNI.  ""Saya enggak pernah pelajari memecah belah. Gile lo. Aku selama jadi tentara, belajar terus enggak ada ini ilmunya memecah belah, enggak ada,"" ungkap Djoko.  ""Kita harus bersatu kan. Semua ini hanya Pilpres. Pilpres itu hanya mencari pemimpin. Yang ada sekarang dua. Dan Ini bukan untuk pecah-pecah. Ini untuk rakyat Indonesia,"" tandasnya.           (wal)"
4,Kepala Daerah dan Wakilnya Masuk Tim Pemenangan Jokowi-Ma'ruf Amin : Okezone News,", JAKARTA - Sekjen PDI Perjuangan, Hasto Kristiyanto mengatakan, para kepala daerah dan wakilnya yang mendukung Koalisi Indonesia Kerja (KIK) masuk ke dalam susunan tim pemenangan pasangan Joko Widodo (Jokowi) - Ma'ruf Amin.  Para kepala daerah dan wakilnya ‎diposisikan menjadi pengarah teritorial dalam susunan tim pemenangan Jokowi - Ma'ruf Amin. Susunan tersebut pun telah diserahkan oleh Koalisi Indonesia Kerja ke Komisi Pemilihan Umum (KPU), pada hari ini.""Pengarah teritorial adalah para kepala daerah dan wakil kepala daerah ‎koalisi KIK,"" kata Hasto Kristiyanto di kantor KPU, Jalan Imam Bonjol, Jakarta Pusat, Senin (20/8/2018).  Sementara itu, kata Hasto, posisi untuk koordinator pemenangan Pemilu diisi oleh para Ketua Badan Pemenangan Pemilu (Bappilu) dari sembilan parpol koalisi pendukung Jokowi - Ma'ruf Amin.  ‎""Untuk koordinator pemenangan ‎Pemilu partai merupakan dari eks officio dari ketua tim bappilu koalisi Indonesia kerja. Jadi setiap partai ada,"" terangnya.           (kha)"
5,GNPF Ulama Masuk Dalam Lingkaran Tim Pemenangan Prabowo-Sandiaga    : Okezone News,", JAKARTA - Anggota Dewan Pembina Partai Gerindra, Djoko Santoso menyebut akan ada Satuan Tugas (Satgas) Agama dalam struktur Tim Pemenangan bakal capres-cawapres, Prabowo Subianto-Sandiaga Uno. Salah satu unsur yang masuk dalam Satgas Agama adalah Gerakan Nasional Pengawal Fatwa (GNPF) Ulama.""Itu (GNPF Ulama) yang ada di situ, ada Satgas Agama. Namanya Satgas Agama ya pasti masuk,"" ujar Djoko di Kantor DPP Partai Gerindra, Jalan RM Harsono, Ragunan, Jakarta Selatan, Senin (20/8/2018). Menurut Djoko, Satgas Agama merupakan salah satu usulan yang berkembang selama rapat pembentukan tim pemenangan. Djoko yang merupakan kandidat kuat ketua tim pemenangan mengaku belum mengetahui siapa saja yang akan masuk di dalam Satgas Agama.""Belum. Wong belum ada keputusan. Diumumkan enggak bagus,"" jelas Djoko.  Djoko mengatakan nantinya di dalam Satgas Agama itu berkumpul semua tokoh-tokoh agama, tak hanya dari agama Islam saja melainkan seluruh agama akan dimasukkan. ""Ya namanya tokoh agama lah, ya gitu lah. Ya ulama, ya ustadz. Ya kiai. Ya pendeta,"" ucap Djoko. Mantan Panglima TNI periode 2007-2010 itu menuturkan pihaknya masih merumuskan apa saja tugas dari Satgas Agama ini. Namun, ia membocorkan salah satu tugasnya yakni melakukan dakwah kepada rakyat untuk berpartisipasi dalam Pemilu 2019 dengan damai. ""Tugasnya nanti kita rumuskan, yang jelas adalah memberikan satu tausyiah kepada rakyat, untuk tetap bersatu melaksanakan pemilu itu, bukan perang, pemilu itu harus tetap dingin,"" pungkasnya.           (wal)"
6,Mahfud MD Ajak Masyarakat Tak Golput di Pilpres 2019 : Okezone News,", JAKARTA - Mantan Ketua Mahkamah Konstitusi (MK) Mahfud MD mengajak semua kalangan untuk tak golput dalam pemilihan Presiden 2019 mendatang.  Hal ini disampaikan Mahfud ketika dirinya melihat sosial media dan banyak yang membuat gerakan “golfud” lantaran mereka menilai tak ada pasangan calon yang ideal.“Sekarang ini saya baca di medsos ada gerakan golfud. Golfud itu bukan golput, saudara gak boleh golput karena alasan saya mau golput karena gakada calon yang bagus baik presiden dan DPR, jangan,” ujar Mahfud saat memberikan materi dalam acara PSI, di Balai Sarbini, Jakarta, Senin (20/8/2018). Mahfud memang tak memungkiri, bila nantinya masyarakat memilih itu harus memilih bukanlah selalu yang bagus dalam segala aspek. Tetapi haruslah menggunakan hak pilihnya itu agar menghindari orang jahat memimpin negara.  “Kita memilih ini bukan untuk memilih yang bagus betul, tapi menghindari orang jahat untuk pimpin negara. Oleh sebab itu saudara harus milih rakyat harus milih,” ungkap dia.  Di sisi lain, Mahfud pun menyatakan, setiap warga negara tak bisa dipisahkan dari politik. Meskpun dalam pemilu memiliki sikap netral ataupun golput.  “Nah orang yang netral itu berpolitik tapi ingat orang yang netral, yang jadi golput jangan merasa bebas politik. Karena netral ataugak netral dia harus tunduk kepada pemenang maka dia harus ikut jadi pemenang gak blleh golput. Gunakan hak suara,” tukasnya.          (fid)"
7,PBNU: Ma'ruf Amin Otomatis Lepas Jabatan Rois Aam jika... : Okezone News,", JAKARTA – Berbagai pihak meminta, bahkan mendesak bakal calon wakil presiden (cawapres) Ma'ruf Amin mundur dari jabatan Rois Aam di Pengurus Besar Nahdlatul Ulama (PBNU). Menyikapi hal tersebut, PBNU memastikan sudah jelas aturannya, dan akan diputuskan melalui pleno. “Begini, kalau di MUI kita tidak paham yah, tapi kalau di PBNU jelas itu ada aturannya, ada AD/ART-nya, di PBNU itu sudah jelas melalui pleno akan dilakukan,” kata Ketua PBNU Marsudi Syuhud kepada Okezone, Senin (20/8/2018). Menurut Marsudi, bila merujuk anggaran dasar/anggaran rumah tangga (AD/ART) PBNU, jika Rois Aam sudah ditetapkan sebagai cawapres oleh Komisi Pemilihan Umum (KPU) maka dengan otomatis, Ma'ruf Amin harus melepaskan jabatannya di PBNU.“Ini kan masih definitif kan, tapi kalau sudah ditetepkan (KPU) otomatis (harus mundur) kita berdasarkan AD/ART, ini sudah running siapa saja (pengantinya),” tutupnya. Sebagaimana diketahui, setelah Jokowi menunjuk Ma'ruf Amin yang diketahui menjabat sebagai Ketua MUI dan Rois Aam di PBNU, ada sejumlah pihak termasuk mantan Rois Aam PBNU KH Ahmad Mustofa Bisri atau yang akrab disapa Gus Mus, mendesak agar Ma'ruf Amin memundurkan diri sebagai Ketua MUI.  (Ari)"
8,JK dan 2 Menteri Jadi Dewan Pengarah Tim Pemenangan Jokowi-Ma'ruf : Okezone News,", JAKARTA - Para Sekjen Koalisi Indonesia Kerja ‎(KIK) melengkapi daftar susunan tim kampanye pemenangan Joko Widodo (Jokowi)  - Ma'ruf Amin ke Komisi Pemilihan Umum (KPU), Senin (20/8/2018). Nama, Jusuf Kalla (JK), serta dua menteri masuk dalam jajaran tim sukses calon petahana itu. ""Jadi, kami seluruh tim kampanye yang tergabung dalam Tim Pemenangan Jokowi- KH Ma'ruf Ami‎n, konsultasi ke KPU bahwa apa yang kami sampaikan sifatnya melengkapi dokumen, melihat seluruh dokumen telah diserahkan dulu,"" kata Sekjen PDIP, Hasto Kristiyanto, di Kantor KPU, Jalan Imam Bonjol, Jakpus, Senin (20/8/2018). Dalam susunan tersebut, JK yang merupakan wakil presiden dan dua menteri Kabinet Kerja yakni, Puan Maharani (Menko PMK) dan Sri Mulyani (Menkeu) masuk sebagai Dewan Pengarah Tim Pemen‎angan Jokowi - Ma'ruf Amin.Selain mereka bertiga, sejumlah nama yang tak asing juga masuk sebagai dewan pengarah tim pemenangan Jokowi - Ma'ruf yakni, Sekretaris Kabinet RI Pramono Anung Wibowo, mantan Wapres Try Sutrisno, mantan Menko Kesra ke-15, Agung Laksono. Kemudian, mantan Ketua DPR ke-13 RI, Akbar Tanjung, KH Dimyati Rois, mantan Menteri Transmigrasi dan Pemukiman, Siswono Yudo Husodo, Suharso Monoarfa, Sidarto Danusubroto, serta mantan Kepala Staf Angkatan Laut (KSAL) Laksmana Purn. Marsetio.   (Ari)"
9,"Prabowo dan Sandi Dapat KTA NU, SAS Institute: Itu Hal Biasa    : Okezone News",", JAKARTA - Direktur Eksekutif Said Aqil Siroj (SAS) Institute, Imdadun Rahmat berkomentar mengenai sikap Ketua Umum Pengurus Besar Nahdlatul Ulama (PBNU) Said Aqil Siroj yang memberikan Kartu Tanda Anggota (KTA) kepada bakal calon presiden Prabowo Subianto dan bakal calon wakil presiden Sandiaga Uno.  Menurut Imdadun, hal yang dilakukan oleh Said Aqil adalah hal biasa dan tak otomotis mendapatkan dukungan secara politik.""Itu adalah hal biasa dan normal. Mudah saja. Menjadi anggota NU tidak lantas mendapatkan dukungan,"" ujar Imdadun saat ditemui di kantor SAS Institute, Menteng, Jakarta Pusat, Senin (20/8/2018).  Ia menambahkan, Nahdlatul Ulama adalah organisasi yang terbuka bagi siapa saja yang ingin menjadi anggota. Asalkan sesuai dengan administrasi atau ADART memenuhi persyaratan.  ""NU organisasi terbuka yang bisa menerima siapa saja yang ingin menjadi anggota. Ada persyarakatan dalam AD/ART,"" tegasnya.  Selain itu, Imdadun turut menceritakan bilamana seseorang sudah menjadi kader NU saja tidak begitu saja mendapatkan dukungan politik.   Guna mendapatkan dukungan politik, diperlukan ada syarat yang harus dipenuhi yakni mendapatkan dukungan dari PBNU dan tokoh NU maupun warga NU.  ""Mereka akan liat track record apakah visi misi sepandangan dengan NU. Bukan semata-mata keanggotaan apalagi hanya kepemilikan kartu,"" tukasnya.           (wal)"
