,Judul,Konten
0,Prabowo - Sandiaga Minta Doa Restu PBNU Hadapi Pilpres 2019 - pilpres Tempo.co,", TEMPO.CO, Jakarta - Pasangan calon presiden dan calon wakil presiden Prabowo Subianto dan Sandiaga Uno (Prabowo - Sandiaga) menyambangi kantor Pengurus Besar Nahdlatul Ulama (PBNU), Kamis sore, 16 Agustus 2018. Kunjungan ini dilakukan setelah pada Senin malam lalu mereka menemui para pimpinan Pengurus Pusat Muhammadiyah.Baca: Sowan ke Jusuf Kalla 1 Jam, Prabowo - Sandiaga Minta RestuSandiaga tiba lebih dulu sekitar pukul 15.30 WIB. Mengenakan kemeja berwarna biru muda dan peci hitam, Sandiaga mengaku datang untuk silaturahmi dan sowan.Prabowo tiba tak berselang lama. Ketua Umum Partai Gerindra ini mengenakan baju safari andalannya, plus peci hitam dan kacamata. Dia tiba pukul 15.49 WIB.""Sowan, ya, biasa adat istiadat kita, sowan, keliling ke tokoh-tokoh, minta doa restu,"" kata Prabowo di kantor PBNU, Kramat, Jakarta Pusat, Kamis, 16 Agustus 2018.Prabowo datang didampingi Sekretaris Jenderal Partai Gerindra Ahmad Muzani dan Wakil Ketua Umum Partai Gerindra Ferry Juliantono. Rombongan lantas menuju ruang pertemuan di lantai 3. Mereka diterima oleh Ketua Umum PBNU Said Aqil Siraj dan Ketua PBNU Robikin Emhas.Baca: Berniat Temui Jokowi, Prabowo Ingin Demokrasi yang DewasaPrabowo dan Sandiaga maju menjadi bakal calon presiden dan calon wakil presiden di Pemilihan Umum 2019. Mereka diusung oleh koalisi yang terdiri dari Partai Gerindra, Partai Keadilan Sejahtera, Partai Amanat Nasional, dan Partai Demokrat."
1,"Lapor LHKPN untuk Pilpres, Ini 5 Fakta Harta Sandiaga Uno - pilpres Tempo.co",", TEMPO.CO, Jakarta - Bakal calon wakil presiden Sandiaga Uno melaporkan harta kekayaannya kepada Komisi Pemberantasan Korupsi pada Selasa, 14 Agustus 2018. Dalam Laporan Harta Kekayaan Penyelenggara Negara atau LHKPN terbarunya, harta Sandiaga tercatat Rp 5 triliun, tepatnya Rp 5.099.960.524.965.Berikut ini sejumlah fakta mengenai harta kekayaan Sandiaga.1. Jumlahnya bertambah sejak 2016Jumlah harta Sandiaga meningkat dibanding jumlah harta kekayaan pada 2016, saat ia mendaftar menjadi Wakil Gubernur DKI Jakarta. Saat itu, ia melaporkan hartanya Rp 3,8 triliun. Hartanya didominasi surat berharga senilai Rp 3,7 triliun. Sedangkan pada LHKPN terbaru, harta Sandiaga berjumlah Rp 5 triliun, yang juga masih didominasi surat berharga senilai Rp 4,7 triliun.Baca: Jadi Cawapres, Total Harta Sandiaga Uno Rp 5 Triliun2. Terbesar di antara capres dan cawapres lainSebelum terjun ke dunia politik, Sandiaga adalah seorang pengusaha sukses. Ia pernah masuk deretan orang terkaya di Indonesia versi majalah Forbes pada 2011. Tak heran, Sandi memiliki jumlah kekayaan yang lebih banyak dibanding calon lain. Pasangannya, Prabowo Subianto, berdasarkan LHKPN terbarunya, memiliki harta Rp 1,9 triliun. Bakal capres Joko Widodo melaporkan LHKPN senilai Rp 50 miliar dan cawapresnya, Ma'ruf Amin, senilai Rp 11 miliar.3. Didominasi surat berhargaBesarnya harta kekayaan Sandiaga didominasi surat berharga. Dari LHKPN senilai Rp 5 triliun yang dilaporkannya beberapa waktu lalu ke KPK, Rp 4,7 triliun di antaranya adalah surat berharga. Begitu pun pada 2016. Surat berharganya senilai Rp 3,7 triliun dari total Rp 3,8 triliun.Baca: Kemendagri Belum Terima Surat Pengunduran Diri Sandiaga Uno4. Rincian harta terbaruSebagai salah satu syarat mengikuti pilpres 2019, Sandiaga melaporkan harta kekayaannya. Dari LHKPN itu, Sandiaga tercatat memiliki harta Rp 5.099.960.524.965. Rinciannya, tanah dan bangunan berjumlah Rp 191 miliar, alat transportasi Rp 325 juta, harta bergerak lain Rp 3,2 miliar, surat berharga Rp 4,7 triliun, kas Rp 495 miliar, dan harta lain Rp 41 miliar. Namun Sandiaga tercatat punya utang Rp 340 miliar.5. Penyebab harta Sandiaga naik signifikanJumlah harta kekayaan Sandiaga bertambah cukup signifikan dalam waktu dua tahun. Saat ia mencalonkan sebagai Wakil Gubernur DKI pada 2016, ia melaporkan hartanya sebesar Rp 3,8 triliun. Pada 2018, saat mencalonkan sebagai cawapres, jumlahnya bertambah menjadi Rp 5 triliun.Bertambahnya kekayaan Sandiaga Uno disinggung anggota tim pemenangannya, Sudirman Said, saat mengantarnya ke KPK. Sudirman mengatakan menguatnya kurs dolar Amerika Serikat terhadap rupiah memicu kenaikan harta Sandiaga, yang mayoritas berupa saham. ""Kalau nanti dilihat kenaikannya cukup signifikan, karena kurs dolar terhadap rupiah naik tinggi, maka harga saham juga naik,"" ujarnya.Baca: Gerindra Sebut Isu Mahar Politik Sandiaga adalah Hoaks KekinianROSSENO AJI"
2,"Gelar Ijtima Ulama II, GNPF Tentukan Sikap ke Prabowo - Sandiaga - pilpres Tempo.co",", TEMPO.CO, Jakarta - Gerakan Nasional Pengawal Fatwa (GNPF) akan segera menggelar Ijtima Ulama II dalam waktu dekat. Ketua GNPF Ulama Yusuf Muhammad Martak mengatakan Ijtima Ulama II akan membahas dukungan GNPF untuk Ketua Umum Partai Gerindra Prabowo Subianto di pemilihan presiden (pilpres).Baca: Meski Prabowo Pilih Sandiaga, GNPF Tetap #2019GantiPresiden""Pembahasannya kami mendukung atau tidak. Kalau mendukung, sejauh apa. Ikut berpartisipasi dalam tim sukses dan mengerahkan kemampuan fisik, materi, dan lain sebagainya atau tidak,"" kata Yusuf saat dihubungi Tempo, Selasa, 14 Agustus 2018. ""Atau sifatnya hanya dukungan saja. Itu semua akan berpulang kepada para ulama dan tokoh nasional sebagai peserta Ijtima Ulama II.""Yusuf mengatakan Ijtima Ulama II akan diselenggarakan beberapa minggu lagi. ""Sebenarnya kami mau minggu-minggu ini, tapi berbenturan dengan banyak kegiatan seperti Idul Adha, dan FPI sendiri juga sedang ada hajatan. Jadi mungkin minggu-minggu depan,"" ujarnya.Ijtima ulangan ini, kata Yusuf, adalah pembahasan lanjutan atas tidak dipilihnya calon wakil presiden hasil Ijtima Ulama pertama pada 27-29 Juni lalu oleh Prabowo Subianto. Ijtima Ulama saat itu menghasilkan dua nama untuk mendampingi Prabowo di pemilihan presiden (Pilpres) 2019, yaitu ustad Abdul Somad dan Ketua Majelis Syuro Partai Keadilan Sejahtera (PKS) Salim Segaf Al-Jufri.Abdul Somad menolak dengan alasan ingin fokus berdakwah. Sedangkan Salim Segaf tak diterima secara bulat oleh koalisi. Prabowo telah memilih Sandiaga Uno sebagai calon wakil presidennya.GNPF Ulama sebenarnya telah menyodorkan dua nama lain sebagai kandidat cawapres pengganti Salim Segaf dan Abdul Somad. Dua nama yang direkomendasikan adalah Arifin Ilham dan Abdullah Gymnastiar alias Aa Gym. Namun Prabowo keukeuh menggandeng Sandiaga.Meski hasil rekomendasi nama cawapresnya tidak dipilih oleh Prabowo, Yusuf mengatakan GNPF Ulama tidak akan mendukung presiden inkumben Joko Widodo atau Jokowi, yang justru memilih ulama sebagai cawapresnya di 2019 nanti.Simak juga: Prabowo - Sandiaga, GNPF: Cawapres Prabowo Harusnya UlamaMenurut Yusuf, ulama GNPF akan tetap konsisten dengan arah Ijtima yang pertama. ""Suara dari para ulama dan tokoh nasional pada Ijtima yang pertama, mereka ingin adanya pergantian presiden,"" katanya."
3,"Mahfud MD Soal Cawapres Jokowi, Cak Imin: Ini Dinamika Politik - pilpres Tempo.co",", TEMPO.CO, Jakarta - Ketua Umum Partai Kebangkitan Bangsa (PKB) Muhaimin Iskandar atau Cak Imin membantah kabar yang menyebut ia menjegal Mahfud MD sehingga tidak bisa menjadi calon wakil presiden Joko Widodo (cawapres Jokowi).Baca: Kata Pengurus PBNU Soal Mahfud MD Bukan Kader""Tidak ada jegal menjegal. Ini namanya dinamika. Jangankan pilpres, pemilihan Ketua Ansor saja rame-nya minta ampun, apalagi pilpres,"" ujar Muhaimin saat ditemui di Kompleks Parlemen, Senayan, pada Kamis, 16 Agustus 2018.Sebelumnya, dalam acara Indonesia Lawyers Club (ILC) yang disiarkan langsung oleh TV One pada Selasa malam, 14 Agustus 2018, Mahfud MD buka-bukaan mengenai penyebab kegagalan dia menjadi cawapres Jokowi.Mahfud MD menengarai Pengurus Besar Nahdlatul Ulama ikut andil mempengaruhi pilihan cawapres Jokowi. Menurut Mahfud, salah satunya, PBNU mengeluarkan pernyataan bernada ""ancaman"" yang menyebut tidak akan mendukung jika cawapres Jokowi bukan berasal dari kalangan NU.Masalahnya, tidak lama setelah pernyataan itu, PBNU mengatakan mantan Ketua Mahkamah Konstitusi tersebut bukan kader NU. Tempo mengkonfirmasi ulang cerita Mahfud di acara ILC. Namun Mahfud enggan berkomentar.Dalam acara itu, Mahfud MD juga mengatakan banyak utusan dari Presiden Joko Widodo yang selalu meminta ia bertemu dengan Cak Imin sebelum Jokowi mengumumkan cawapres. Padahal, kata Mahfud, ia tidak melihat ada keharusan bertemu Cak Imin. Sebab, keputusan mengenai cawapres ada di tangan Jokowi.Mahfud MD memang sempat digadang-gadang menjadi cawapres Jokowi untuk pilpres 2019. Bahkan Mahfud sudah mengurus semua surat untuk persyaratan menjadi cawapres. Beberapa orang dekat Jokowi pun sudah meminta Mahfud menunggu tidak jauh dari tempat Jokowi mengumumkan siapa cawapresnya pada Kamis, 9 Agustus 2018.Simak juga: Rommy PPP Harap Mahfud MD Ada di Posisi Strategis Tim JokowiNamun, di menit-menit terakhir, Jokowi banting setir. Beberapa sumber Tempo menyebutkan partai koalisi menekan Jokowi untuk mengganti pilihannya. Akhirnya, alih-alih memilih Mahfud MD, Jokowi memilih Ketua Umum Majelis Ulama Indonesia Ma'ruf Amin sebagai cawapres."
4,Kata PAN Soal Djoko Santoso Diusulkan Jadi Ketua Timses Prabowo - pilpres Tempo.co,", TEMPO.CO, Jakarta - Ketua Umum Partai Amanat Nasional (PAN) Zulkifli Hasan masih menunggu rapat partai koalisi untuk membahas soal ketua tim pemenangan pasangan calon presiden dan calon wakil presiden Prabowo Subianto-Sandiaga Uno. Belakangan ini nama yang santer dikabarkan dipilih oleh Prabowo adalah Wakil Ketua Dewan Pembina Partai Gerindra Djoko Santoso.Zulkifli mengatakan, siapa saja nama yang diusulkan, akan lebih dulu dirapatkan oleh partai pengusung. ""Tentu akan ada pertemuan koalisi untuk membahas itu. Kalau koalisi setuju (Djoko), enggak ada masalah,"" katanya di Kompleks Parlemen, Jakarta, Rabu, 15 Agustus 2018.Baca: Jika Jadi Ketua Timses Prabowo, Djoko Santoso: Tentara Harus SiapIa juga menyebut struktur tim juga akan dirapatkan bersama. ""Saya berharap setiap partai-partai jadi steering committee saja atau pengarah. Jadi ada pengarah, ada pembina seperti dewan syuro, dan tim pemenangan,"" kata Zulkifli.Sementara itu, Djoko Santoso mengaku siap memenangkan pasangan capres Prabowo Subianto-Sandiaga Uno pada pilpres 2019 apabila semua partai politik koalisi setuju ia menjadi ketua tim pemenangan. ""Ya, namanya tentara harus siap, tidak ada yang tidak siap kalau untuk negara,"" kata Djoko di kediaman Prabowo, Selasa, 14 Agustus 2018.Baca: Gerindra: Prabowo Ingin Djoko Santoso Jadi Ketua Tim PemenanganNama Djoko Santoso pertama kali diungkapkan oleh Wakil Ketua Umum Partai Gerindra Edhy Prabowo. Ia mengatakan Prabowo kemungkinan akan menunjuk Djoko Santoso sebagai ketua tim pemenangan Prabowo-Sandiaga. Menurut dia, Prabowo memiliki pertimbangan bahwa Djoko merupakan tokoh nasional dan mantan Panglima TNI yang memiliki kemampuan melobi serta dekat dengan semua kelompok.Menurut Djoko, nanti ada tim yang akan mengkomunikasikan dengan parpol koalisi terkait dengan usulan Prabowo yang menunjuknya sebagai ketua tim pemenangan. ""Nanti ada tim yang mengomunikasikan. Saya ketika jadi Panglima TNI sudah biasa mengendalikan, tantangannya sama saja,"" ujarnya.Bakal cawapres Sandiaga Uno berpendapat hal tersebut harus dibicarakan terlebih dulu dengan Partai Keadilan Sejahtera, Partai Amanat Nasional, dan Partai Demokrat sebagai koalisi pengusung Prabowo dan dirinya. ""Saya sempat dikonsultasikan Pak Prabowo dan tentunya kami harus diskusikan dengan teman-teman dari mitra koalisi lain,"" katanya.Baca: Djoko Santoso Digodok Jadi Ketua Tim Sukses Prabowo - Sandiaga Ralat: Judul berita ini diganti dari judul sebelumnya yaitu ""Jika Djoko Santoso Jadi Ketua Timses Prabowo, PAN Tak Masalah"". Terdapat kesalahan pada pembuatan judul sebelumnya.Koreksi judul dilakukan pada Kamis, 16 Agustus 2018 pukul 10.48 WIB. Kami mohon maaf atas kesalahan tersebut. Terima kasih."
5,Koalisi Yakin Mahfud MD Tetap Bersama Jokowi Meski Batal Cawapres - pilpres Tempo.co,", TEMPO.CO, Jakarta - Koalisi Joko Widodo atau Jokowi yakin anggota Dewan Pengarah Badan Pembina Ideologi Pancasila atau BPIP, Mahfud MD, akan tetap membantu pemerintah meski gagal menjadi calon wakil presiden (cawapres). Sekretaris Jenderal Partai Demokrasi Indonesia Perjuangan Hasto Kristiyanto mengatakan peristiwa itu bagian dari dinamika politik yang sudah selesai.Mahfud, kata dia, sudah legawa dan akan tetap membantu pemerintahan Jokowi. ""Tadi sudah bersama, nanti ada foto-foto keakraban antar-para tokoh BPIP, nanti disebar,"" katanya saat ditemui di kantor Dewan Pimpinan Pusat (DPP) Partai NasDem, Jakarta, Rabu, 15 Agustus 2018.Baca: Bantah Mahfud MD, Rommy PPP: Jokowi Tak Ditekan Siapapun Majalah Tempo: Manuver yang Gagalkan Mahfud MD Cawapres JokowiKetua DPP Partai Kebangkitan Bangsa PKB Lukman Eddy juga senada. Menurut dia, Mahfud akan bersama Jokowi minimal sampai akhir periode pemerintahan pada 2019, sebagaimana pernyataan Mahfud dalam acara Indonesia Lawyers Club (ILC) di tvOne, Selasa malam, 14 Agustus 2018. Selebihnya, Lukman tidak dapat memperkirakannya. “Tergantung kesediaan beliau,"" ujarnya di Posko Cemara, Jakarta, Rabu, 15 Agustus 2018.Di ILC, Mahfud memang menyatakan akan tetap bersama Jokowi, minimal dalam tugas kenegaraan yang saat ini diembannya sebagai anggota Dewan Pengarah Badan Pembina Ideologi Pancasila. ""Kalau saya jadi cawapres, malah saya harus mundur dari jabatan itu,"" ucapnya dalam acara ILC. Sebagai anggota BPIP, ia harus bersikap netral.Baca: Mahfud MD: Pak Jokowi Tak Usah Merasa ...Adapun Sekretaris Jenderal NasDem Johnny G. Plate mengatakan akan menghargai apa pun keputusan Mahfud. Menurut dia, Mahfud tokoh terkemuka yang tak usah diragukan sumbangannya terhadap negara. Mahfud MD, kata Johnny, adalah tokoh prominen Indonesia yang pasti tahu sikapnya dalam pemilihan 2019. ""Kami yakin dia akan memberikan sumbangsih terhadap negara dengan cara-caranya sendiri,"" tuturnya di kantor DPP NasDem, Rabu.Simak: Mahfud MD Sudah Urus Surat Syarat Cawapres ... "
6,Cerita PKB tentang Mahfud Md yang Gagal Jadi Cawapres Jokowi - pilpres Tempo.co,", TEMPO.CO, Jakarta - Ketua Partai Kebangkitan Bangsa (PKB) Lukman Eddy mengatakan punya cerita tentang batalnya Mahfud MD jadi calon wakil presiden atau cawapres Jokowi. Ia membantah penjelasan mantan ketua Mahkamah Konstitusi itu di acara Indonesia Lawyers Club yang disiarkan langsung oleh TV One pada Selasa malam, 14 Agustus 2018.Dalam acara itu, Mahfud menceritakan soal keputusan calon presiden inkumben Joko Widodo atau Jokowi yang tidak jadi menunjuknya sebagai cawapres. Menurut Lukman, pada saat itu Mahfud baru mencerita sebagian dari yang diketahuinya. “Sebagian yang tidak dia ketahui, tentu tidak bisa dia ceritakan,"" ujar Lukman saat ditemui di Posko Cemara, Jakarta pada Rabu, 15 Agustus 2018.Baca:Bantah Mahfud MD, Rommy PPP: Jokowi Tak Ditekan SiapapunPolemik Cawapres Jokowi, Mahfud MD Diperhitungkan Karena Dua HalMahfud menceritakan bahwa sampai Kamis, 9 Agustus 2018, Jokowi sudah menjatuhkan pilihannya kepadanya. Keputusan itu tiba-tiba berubah pada sore hari, di menit-menit terakhir sebelum Jokowi mengumumkan cawapresnya di Restoran Plataran Menteng, Jakarta pada Kamis malam, 9 Agustus 2018.Mahfud telah bersiap dan diperintahkan menunggu di Restoran Tesate yang berada di seberang Restoran Plataran. Namun, sore hari sebelum pengumuman, dia dihubungi politikus PDIP Pratikno. ""Pak Mahfud, sepertinya ada perubahan. Coba Bapak kembali dulu ke tempat semula."" Begitu Mahfud bercerita.Baca: Mahfud MD: Pak Jokowi Tak Usah Merasa ... Menurut Mahfud, perubahan itu karena desakan sejumlah partai politik pendukung Jokowi. Tempo mengkonfirmasi ulang cerita Mahfud di acara ILC. Namun, Mahfud enggan berkomentar.Lukman mengatakan, pada 9 Agustus 2018, nama-nama cawapres justru bias kembali. ""Tidak mengerucut ke satu nama, nama-nama lain malah kembali beredar."" Nama yang beredar adalah tokoh-tokoh partai. Ada Ketua Umum PKB Muhaimin Iskandar dan Ketua Umum Golkar Airlangga Hartarto.Simak: Mahfud MD Sudah Urus Surat Syarat Cawapres ...Nama-nama di luar tokoh partai pun muncul. ""Nama-nama lain seperti Pak Moeldoko juga menguat, bahkan Chairul Tanjung juga menguat,"" ujar dia.Sebagian dari cerita Mahfud MD, ujar Lukman, memang sama seperti informasi yang diterima partainya. Soal kronologis yang disampaikan Mahfud juga dibenarkannya. “Tapi hal-hal tertutup yang tidak diketahui Pak Mahfud itu kan tidak bisa beliau ceritakan karena tidak beliau ketahui."""
7,"Tinjau Korban Gempa Lombok, Sandiaga Uno Blusukan ke Pasar - pilpres Tempo.co",", TEMPO.CO, Jakarta - Bakal calon wakil presiden Sandiaga Uno di sela-sela meninjau korban gempa Lombok, Nusa Tenggara Barat, menyempatkan diri blusukan dan menyapa para pedagang tradisional yang berjualan di Pasar Gunungsari, Kabupaten Lombok Barat, Rabu, 15 Agustus 2018.Baca juga: Penanganan Gempa Lombok, Jokowi Sampaikan Lima ArahanDalam kunjungannya tersebut, Sandiaga Uno berjanji akan membantu merevitalisasi pasar tradisional Gunungsari pascagempa  7 Skala Richter yang mengguncang Pulau Lombok pada Minggu, 5 Agustus 2018.""Tadi, saya sudah keliling dan menyerap aspirasi pedagang, mereka menghendaki adanya pasar yang lebih representatif,"" kata Sandiaga Uno saat blusukan di Pasar Gunungsari.Menurut Sandi, kondisi pasar Gunungsari dirasa sangat tidak layak. Karena itu revitalisasi salah satu pasar terbesar di Lombok Barat itu mendesak dilakukan. ""Kita akan coba membantu agar para pedagang bisa berjualan lebih baik,"" ucapnya.Sandi yang datang ke NTB dalam rangka mengunjungi pengungsi korban gempa bumi di Wadon, Desa Kekait di Lombok Barat dan pengungsi di Lombok Timur mengaku, menyempatkan blusukan ke pasar tidak lain lebih banyak mendengarkan masukan dari para pedagang.Baca juga: Jokowi Tinjau Rumah Warga yang Roboh Akibat Gempa LombokHal ini, kata dia, sesuai dengan misinya yang selama ini akan fokus mengembangkan ekonomi kerakyatan di seluruh wilayah Indonesia.""Saya sangat suka blusukan ke pasar untuk melihat pedagang dan pembeli yang akan memberikan aspirasi. Apalagi datang ke pasar adalah kebiasaan saya. Sehingga, jika sempat datang ke daerah di Indonesia, termasuk di NTB saat ini. Makanya, saya sempatkan menemui pedagang di Pasar Gunungsari,"" kata Sandiaga.Bakal calon wakil presiden Prabowo Subianto itu, menambahkan program revitalisasi dan penataan sarana usaha kawasan pedagang kaki lima (PKL) di seluruh Indonesia dapat meningkatkan transaksi jual beli yang semula hanya bersifat mingguan menjadi pasar harian.""Jadi, program revitalisasi pasar rakyat bagi saya akan mampu mendongkrak transaksi di pasar Gunungsari,"" kata Sandiaga Uno yang diusung Gerindra, PKS, PAN, dan Demokrat dalam Pilpres 2019."
8,"Polemik Mahfud MD Cawapres Jokowi, NasDem: Ini Matematika Politik - pilpres Tempo.co",", TEMPO.CO, Jakarta - Sekretaris Jenderal NasDem Johnny G. Plate menganggap tudingan Mahfud MD tidak beralasan. Sebelumnya, dalam acara Indonesia Lawyers Club (ILC) yang disiarkan secara langsung tvOne pada Selasa malam, 14 Agustus 2018, mantan Ketua Mahkamah Konstitusi itu blak-blakan tentang keputusan calon presiden inkumben Joko Widodo atau Jokowi, yang tidak jadi menunjuknya sebagai calon wakil presiden atau cawapres.Simak: Majalah Tempo: Manuver yang Gagalkan Mahfud MD Cawapres JokowiDalam acara itu, Mahfud mengungkapkan, hingga Kamis, 9 Agustus 2018, Jokowi sudah menjatuhkan pilihannya kepada dirinya. Namun keputusan itu tiba-tiba berubah pada sore hari, di menit-menit terakhir sebelum Jokowi mengumumkan cawapresnya di Restoran Plataran Menteng, Jakarta, Kamis malam, 9 Agustus 2018. Sebab, Mahfud mengatakan ada desakan dari sejumlah partai politik pendukung Jokowi. Tempo mengkonfirmasi ulang cerita Mahfud dalam acara ILC itu. Namun Mahfud enggan berkomentar.Johnny enggan membenarkan atau mengoreksi cerita Mahfud tersebut. Namun dia mempersilakan untuk mengkonfirmasi langsung kepada ketua-ketua umum partai yang hadir dalam pertemuan sebelum pengumuman di Plataran, Menteng. ""Pak Mahfud MD kan tidak ada dalam pertemuan itu,"" kata Johnny saat ditemui Tempo di kantor Dewan Pimpinan Pusat Partai NasDem, Jakarta, Rabu, 15 Agustus 2018.Simak juga: Koalisi Jokowi Ajak JK dan Mahfud MD Masuk Tim PemenanganMenurut Johnny, penunjukan Ma'ruf Amin sebagai cawapres adalah kewenangan Jokowi sepenuhnya. ""Ketua-ketua umum memberikan hak prerogatif itu dalam konteks relasi, tapi parpol juga harus menyetujui, partai yang meng-endorse. Sebab, yang tandatangan dokumen untuk ke KPU (Komisi Pemilihan Umum) adalah ketua umum dan sekjen parpol,"" ujarnya.Dengan kata lain, kata Johnny, kewenangan diberikan, tapi tetap dengan persetujuan partai-partai pendukung untuk menjaga relasi politik. ""Ini yang harus dijaga. Ini matematika politik, tentu tidak seperti matematika berhitung,"" ucapnya.Jokowi mengumumkan Ketua Majelis Ulama Indonesia Ma'ruf Amin sebagai cawapresnya pada Kamis malam, 9 Agustus 2018, di Restoran Plataran, Menteng, Jakarta. Menurut keterangan Mahfud MD, hingga pagi sebelum pengumuman tersebut, orang-orang Jokowi menyatakan dirinyalah yang akan dipilih sebagai cawapres.Baca: Mahfud MD Blak-Blakan Cawapres Jokowi, PPP: Itu Dinamika PolitikMahfud MD telah bersiap dan diperintahkan menunggu di Restoran Tesate, yang terletak di seberang Restoran Plataran. Namun, pada sore sebelum pengumuman, dia ditelpon politikus Partai Demokrasi Indonesia Perjuangan, Pratikno. ""Pak Mahfud, sepertinya ada perubahan. Coba bapak kembali dulu ke tempat semula,"" tutur Mahfud dalam ILC."
9,Sandiaga Klaim Siap Hadapi Data-data Ekonomi dari Kubu Jokowi - pilpres Tempo.co,", TEMPO.CO, Jakarta - Bakal calon wakil presiden, Sandiaga Uno, telah berulang kali menyatakan bakal berfokus di isu ekonomi dalam kampanye pemilihan presiden 2019. Sandiaga mengklaim dia dan Prabowo Subianto siap menghadapi data-data ekonomi versi calon inkumben dengan merujuk aspirasi langsung dari kaum emak (ibu-ibu) dan milenial sebagai data.Baca: Bertemu Politikus Senior Golkar, Sandiaga Ngobrol Soal Ini""Kami pakai data emak-emak dan milenial terkini bahwa memang lapangan kerja susah didapat dan harga-harga melonjak tinggi,"" kata Sandiaga setelah menghadiri perayaan ulang tahun ke-73 politikus senior Partai Golkar, Akbar Tandjung, di Jalan Purnawarman, Jakarta Selatan, Selasa, 14 Agustus 2018.Sandiaga mengklaim koalisi pengusungnya dan Prabowo juga tak ingin terpaku pada data. Ia mengatakan akan terus menyerap aspirasi dari masyarakat ihwal kondisi yang sebenarnya dihadapi. ""Kami harus pastikan bahwa kami mampu menjawab aspirasi tersebut,"" ujarnya.Baca: Alasan KPK Tidak Bisa Usut Mahar Politik Jenderal Kardus SandiagaSelain itu, Sandiaga mengatakan mereka juga akan berkonsultasi dengan sejumlah ekonom. Beberapa di antaranya, kata Sandiaga, adalah mantan Menteri Energi dan Sumber Daya Mineral, Sudirman Said; mantan Menteri Koordinator Kemaritiman, Rizal Ramli; dan ekonom senior, Kwik Kian Gie.Sandiaga mengaku optimistis data-data yang dirujuk koalisi pengusungnya mampu menandingi data-data milik inkumben. ""Insya Allah itu clear dan jadi catatan kami,"" ujarnya.Baca: Sandiaga Uno Klarifikasi Dugaan Mahar Politik ke KPK "
