,Judul,Konten
0,"Jadi Cawapres Jokowi, Kekayaan Ma'ruf Amin Mencapai Rp 11,6 M - Kompas.com",", JAKARTA, KOMPAS.com — Komisi Pemberantasan Korupsi (KPK) merilis laporan  harta kekayaan calon wakil presiden  Ma'ruf Amin di situs elhkpn.kpk.go.id, Kamis (16/8/2018).  Dilansir dari dokumen yang diunduh dari situs tersebut, Ma'ruf memiliki total kekayaan mencapai Rp 11.645.550.894. Total kekayaan itu setelah dikurangi oleh utang sebesar Rp 657.584.431.Kekayaan Ma'ruf mencakup pada harta berupa tanah dan bangunan, alat transportasi dan mesin, harta bergerak lainnya, serta kas dan setara kas.Baca juga: Cak Imin Sebut Banyak Pendukung Ahok Salah Paham dengan Maruf Amin Ma'ruf memiliki total 10 bidang tanah dan bangunan yang tersebar di Kota Depok dan Jakarta Utara. Adapun total nilai tanah dan bangunannya mencapai Rp 6.978.500.000.Ia juga memiliki 2 kendaraan dengan nilai total mencapai Rp 1.677.900.000. Dua kendaraan itu adalah Toyota Alphard 2.5 G AT Tahun 2018 senilai Rp 1,1 miliar dan Toyota Fortuner 2.4 VRZ 4x2 AT Tahun 2017 senilai Rp 527.900.000 Harta bergerak lainnya yang dimiliki Ma'ruf senilai Rp 226 juta. Ia tercatat tak memiliki surat berharga dan harta lainnya. Di sisi lain, ia memiliki harta berupa kas dan setara kas senilai Rp 3.470.735.325 "
1,Upaya Positif untuk Menyetarakan Kesenjangan Bernegara - Kompas.com,", JAKARTA, KOMPAS.com - Dominasi suatu kelompok saat berkuasa kerap kali menyebabkan kesenjangan dalam bernegara. Ini menyebabkan hak-hak atas fasilitas negara semakin sedikit dinikmati kelompok minoritas.Akibatnya, hanya kelompok tertentu yang memiliki akses terhadap sistem demokrasi.Eun Sook Jung, seorang profesor dari Universitas Wisconsin-Eau Clair, Amerika Serikat, mengatakan bahwa negara-negara di dunia memang mengalami kesulitan untuk menyeimbangkan hak-hak bernegara antara kelompok mayoritas dengan minoritas. Menurut Jung, di sinilah ""jalan tengah"" mengambil peran untuk mengatasi masalah tersebut. Gagasan ini menjadi bahasan dalam acara World Peace Forum ketujuh, di mana Eun Sook menjadi peserta. Forum ini diselenggarakan di Hotel Sultan, Jakarta, Kamis (16/8/2018). Para peserta sepakat bahwa jalan tengah adalah orientasi terhadap nilai positif dalam kehidupan.Baca: Jalan Tengah, Kunci Perdamaian Dunia...Nilai-nilai positif tersebut dapat berupa keadilan, toleransi, kerja sama, inklusi, dan kompromi. Profesor yang ahli di bidang Indonesia dan Islam di Tanah Air ini kemudian memberi contoh bagaimana mengaplikasikan jalan tengah untuk mengatasi kesenjangan bernegara antara kelompok mayoritas dengan minoritas. ""Ketika kami membicarakan tentang jalan tengah, maksudnya cobalah melakukan upaya positif untuk mencari titik temu di mana sebagian besar hak mayoritas dan minoritas terpenuhi,"" kata Jung, dalam gagasan yang disampaikan dalam bahasa Inggris. ""Hal itu akan membutuhkan kompromi karena tidak semua orang akan mendapatkan apa yang mereka inginkan,"" ujar dia. Menurut Jung, upaya tersebut akan turut menanamkan toleransi kepada publik. Beriringan pula, sistem demokrasi juga akan ikut membaik. Baca juga: Din Syamsuddin: Pancasila dan Bhineka Tunggal Ika adalah Jalan TengahAmbisi besarnya adalah, jalan tengah dapat menciptakan koeksistensi, di mana semua pihak dapat hidup damai. Para peserta forum tersebut yakin bahwa jalan tengah dapat menjadi kunci  perdamaian dunia. Oleh sebab itu, mereka berkomitmen untuk mengaplikasikannya di bidang yang menjadi keahliannya melalui komunitas masing-masing.Tahun ini, WPF membicarakan tentang pandangan jalan tengah untuk peradaban dunia (The Middle Path for The World Civilizations). Forum yang diselenggarakan pada 14-16 Agustus 2018 tersebut diikuti oleh sekitar 250 orang dari 43 negara yang berasal dari beragam profesi, seperti akademisi, aktivis, dan tokoh agama."
2,"Di PBNU, Prabowo-Sandiaga Promosikan OK OCE - Kompas.com",", JAKARTA, KOMPAS.com - Bakal calon presiden sekaligus Ketua Umum Partai Gerindra  Prabowo Subianto dan bakal calon wakil presiden Sandiaga Uno menyambangi pimpinan Pengurus Besar Nahdlatul Ulama (PBNU) pada Kamis (16/8/2018) sore. Dalam pertemuan tersebut, pasangan Prabowo-Sandiaga juga menyampaikan program yang akan diterapkan jika memperoleh amanah memimpin Indonesia dalam waktu lima tahun ke depan. Program tersebut adalah  OKE OCE (One Kecamatan One Center for Entrepreneurship) yang juga diterapkan di provinsi DKI Jakarta. “Disinggung program OKE OCE bisa disandingkan dengan kegiatan santri, sehingga nanti di pesantren dan di beberapa tempat-tempat pelatihan wirausaha ini bisa digunakan untuk membuka lapangan kerja seluas-luasnya,” tutur bakal calon wakil presiden Sandiaga Salahuddin Uno di Kantor PBNU, Jakarta.Baca juga: Jika Menang, Sandiaga Bakal Lanjutkan Program OK OCE ke Tingkat Nasional Sandiaga juga menyampaikan, dalam pertemuan dengan pimpinan PBNU membahas program-program untuk menumbuhkan sikap kewirausahaan untuk para santri. “Kita sampaikan akan menggagas satu program adaptasi program OK OCE santri preuner, dimana akan ada pelatihan, pendampingan akan ada kemudahan pemasaran, akan ada kemudahan untuk perizinan, pelaporan keuangan,” tutur Sandiaga. Pada kesempatan itu, Sandiaga juga menyampaikan komitmennya untuk menciptakan pengusaha dari kaum santri dan akan memberikan akses permodalan untuk berwirausaha.Baca juga: Polda Metro Jaya Tunda Penyelidikan Kasus Sandiaga Uno Di sisi lain, kata Sandiaga, dalam pertemuan dengan pimpinan PBNU itu, mereka saling bertukar pikiran mengenai masalah terkini yang dihadapi bangsa Indonesia, terutama masalah di bidang ekonomi. Misalnya, persoalan kemiskinan, menciptakan suatu ekonomi yang lebih adil, serta stabilitas harga-harga kebutuhan pangan yang terjangkau. “Ini (persoalan ekonomi) merupakan concern kita bersama, tapi kita tidak ingin menyalahkan kebijakan (pemerintah) tertentu, tapi kita sepakat bersama-sama bergandeng tangan untuk memikirkan kondisi bangsa kita,” kata Sandiaga. “Bisa menciptakan percepatan pembangunan dan memperbaiki kebijakan-kebijakan yang belum berpihak kepada kemandirian ekonomi dan belum berpihak pada perjuangan bersama rakyat,” sambung Sandiaga."
3,"Di Hari Kemerdekaan, Ahok Dapat Remisi 2 Bulan - Kompas.com",", JAKARTA, KOMPAS.com - Mantan Gubernur DKI Jakarta  Basuki Tjahaja Purnama atau  Ahok merupakan salah satu terpidana yang akan mendapat  remisi pada 17 Agustus 2018.Namun, meski mendapat remisi, Ahok masih menjalani sisa hukuman di lembaga pemasyarakatan.""Benar (remisi), tapi belum bebas,"" ujar Kepala Bagian Hubungan Masyarakat Direktorat Jenderal Pemasyarakatan Ade Kusmanto saat dikonfirmasi, Kamis (16/8/2018) malam.Menurut Ade, Ahok mendapat pemotongan dua bulan masa tahanan. Saat peringatan HUT Ke-72 Republik Indonesia lalu, Ahok belum bisa memperoleh remisi karena belum menjalani masa tahanan selama enam bulan.Baca juga: Dari Dalam Penjara, Ahok Buat Buku tentang Kebijakannya Selama di Jakarta Ahok divonis dua tahun penjara oleh hakim atas kasus penodaan agama pada Mei 2017. Ahok kini ditahan di Mako Brimob, Kelapa Dua, Depok.Pemerintah memberikan penghargaan kepada 102.976 narapidana yang telah menjalani pidananya dengan baik. Penghargaan berupa pemotongan masa tahanan ini diberikan bertepatan pada peringatan 73 tahun Kemerdekaan Republik Indonesia.Para narapidana dianugerahi remisi umum atau pemotongan masa pidana sebanyak satu hingga tiga bulan. Adapun, dalam pemberian remisi kali ini, sebanyak 2.220 di antaranya langsung menghirup udara bebas. Remisi ini diberikan kepada narapidana yang telah memenuhi persyaratan administratif dan substantif, khususnya mereka yang berkelakuan baik dan aktif mengikuti pembinaan.Remisi diharapkan membuat seluruh narapidana menyadari akan pentingnya menegakkan integritas selama menjalani pidana. Sebaliknya, apabila melakukan pelanggaran, sanksi tegas akan diberikan."
4,"Jalan Tengah, Kunci Perdamaian Dunia... - Kompas.com",", JAKARTA, KOMPAS.com - Gagasan tentang ""jalan tengah"" dipercaya menjadi kunci perdamaian dalam peradaban manusia. Hal itu yang menjadi perbincangan dalam acara World Peace Forum ketujuh yang diselenggarakan pada 14-16 Agustus 2018 di Hotel Sultan, Jakarta. Para peserta, yang diwakilkan oleh Utusan Khusus Presiden untuk Dialog dan Kerja Sama Antar-Agama dan Peradaban  Din Syamsuddin, menyimpulkan jalan tengah sebagai orientasi terhadap nilai positif dalam kehidupan. ""Jalan tengah sebagai jalan atau pendekatan dalam membangun kehidupan, menyelesaikan masalah yang ada, sangat berorientasi kepada nilai-nilai yang positif,"" kata Din, saat konferensi pers untuk menutup acara di Hotel Sultan, Jakarta, Kamis (16/8/2018). Nilai-nilai positif tersebut dapat berupa keadilan, toleransi, kerja sama, inklusi, dan kompromi. Baca juga: Wapres JK: Indonesia Terpilih Jadi DK PBB karena Pengalaman PerdamaianMereka menegaskan bahwa mengambil jalan tengah bukan berarti tidak memilih atau netral. Hanya saja, pilihan yang diambil mengacu pada nilai-nilai positif tersebut. Peserta lain, profesor dari Universitas Boston, Amerika Serikat Robert Heffner menambahkan, ketika seseorang sudah menyerap nilai-nilai ini, hasilnya diyakini akan berbuah manis terhadap semua perkara. Mereka percaya bahwa dengan menerapkan gagasan tersebut, akan tercipta kehidupan yang berkeadilan dan seimbang. Seseorang akan menemukan keselarasan dalam kemanusian, alam, dan spiritual. Melihat pentingnya gagasan ini, para peserta percaya jalan tengah perlu diimplementasikan secara global dan masif. ""Penjelmaannya kepada saling membantu, saling peduli, dan ini bisa diterapkan dalam ekonomi, politik, dan lainnya,"" ujar Din Syamsuddin."
5,Eks Komisioner KPU: Penyelenggara Pemilu Harus Berpegang pada Aturan - Kompas.com,", JAKARTA, KOMPAS.com - Mantan Komisioner Komisi Pemilihan Umum ( KPU) Hadar Nafis Gumay mengatakan, penyelenggara pemilu yang tak melaksanakan Peraturan KPU ( PKPU) akan menjadi ancaman serius bagi kualitas pemilu.Sebab, penyelenggara pemilu punya tugas penting untuk menggelar sekaligus mengawasi pemilu berjalan dengan baik.Pernyataan Hadar muncul usai Badan Pengawas Pemilu ( Bawaslu) dan Panitia Pengawas Pemilu (Panwaslu) di Aceh, Tana Toraja, dan Sulawesi Utara, meloloskan tiga mantan narapidana korupsi sebagai badan calon anggota legislatif (bacaleg).""Saya kira ini adalah ancaman yang sangat serius terhadap penurunan kualitas pemilu kita,"" kata Hadar di kantor KPU, Jakarta Pusat, Kamis (16/8/2018).Keputusan Bawaslu dan Panwaslu itu menggugurkan hasil verifikasi KPU setempat yang menyatakan ketiga nama tidak memenuhi syarat (TMS) sebagai bacaleg.Baca juga: Larangan Mantan Napi Kasus Korupsi dan Kamuflase Hak Asasi Manusia...Perbedaan keduanya, lantaran KPU berpedoman pada PKPU Nomor 20 Tahun 2018 yang melarang mantan narapidana korupsi, pelaku kejahatan seksual terhadap anak, serta mantan bandar narkoba mendaftar sebagai caleg.Sementara, Bawaslu dan Panwaslu menolak berpegang pada PKPU dan berpedoman pada Undang-Undang Nomor 7 Tahun 2017 tentang Pemilu yang tidak melarang mantan napi kasus kejahatan berat itu sebagai caleg.Menurut Hadar, jika pada level penyelenggara pemilu saja terdapat perbedaan pendapat, maka potensi terganggunya proses demokrasi menjadi tinggi.PKPU yang ada saat ini, kata Hadar, telah diundangkan dan disahkan oleh Kementerian Hukum dan HAM. Sehingga kekuatan hukumnya sudah ditetapkan.Isi dari PKPU pun sudah sangat baik. Tinggal pelaksanaannya dari dua penyelenggara pemilu yang seharusnya berjalan beriringan. Baca juga: Tiga Eks Napi Korupsi Diloloskan Bawaslu sebagai Bacaleg, KPU Tetap MenolakOleh karena itu, Hadar berharap perbedaan pendapat dari KPU dan Bawaslu tersebut bisa segera diakhiri. Ia meminta supaya dalam menyelenggarakan pemilu, Bawaslu merujuk pada PKPU. ""Sebaiknya ini dibenahi, karena kan Bawaslu tugasnya sebaiknya me-refer sebagaimana aturan dalam PKPU,"" ujar Hadar. Jika hal ini berlangsung terus-menerus, lanjut dia, ancamannya adalah kualitas penyelenggaraan pemilu yang jadi berantakan. ""Karena yang satu usaha menata, yang satunya malah membalikkan,"" kata dia.Sebelumnya, pada masa pendaftaran bacaleg, tiga mantan narapidana korupsi di Aceh, Tana Toraja, dan Sulawesi Utara dinyatakan tidak memenuhi syarat (TMS) oleh KPU. Ketiganya lantas mengajukan sengketa pendaftaran ke Bawaslu dan Panwaslu setempat.Hasil sengketa menyatakan ketiganya memenuhi syarat (MS) sehingga menganulir keputusan KPU yang menyatakan mereka TMS.Namun demikian, komisioner KPU Wahyu Setiawan menegaskan pihaknya tetap menyatakan tiga mantan napi korupsi itu TMS. Ketiganya juga tidak dimasukkan dalam daftar calon sementara (DCS) yang telah diterbitkan oleh KPU."
6,"17 Agustus, Prabowo Akan Upacara Peringatan Kemerdekaan RI di UBK - Kompas.com",", JAKARTA, KOMPAS.com - Bakal calon presiden yang juga Ketua Umum Partai Gerindra  Prabowo Subianto akan mengikuti upacara Peringatan Hari Kemerdekaan 17 Agustus 2018 di Kampus Universitas Bung Karno ( UBK).""Saya biasanya di UBK (Universitas Bung Karno),"" kata Prabowo di Kantor PBNU, Jakarta Pusat, Kamis (16/8/2018).Saat ditanya, apakah kemungkinan dia akan hadir dalam upacara peringatan hari kemerdekan ke-73 RI di Istana Negara, Prabowo tak menjawab.Prabowo direncanakan akan mengikuti upacara peringatan hari kemerdekaan ke-73 RI di Kampus UBK sekitar pukul 08.30 WIB.Nantinya, Prabowo juga akan menerima anugerah dari Kampus UBK. Tahun lalu, mantan Komandan Jenderal Kopassus itu juga menghadiri upacara peringatan hari kemerdekaan RI yang ke-72 di tempat yang sama.Saat itu, Prabowo hadir bersama putri Presiden pertama Indonesia Sukarno, Rachmawati Soekarnoputri; Ketua Dewan Kehormatan PAN Amien Rais, hingga mantan Menteri Koordinator Bidang Kemaritiman Rizal Ramli."
7,"Tiga Eks Napi Korupsi Diloloskan Bawaslu sebagai Bacaleg, KPU Tetap Menolak - Kompas.com",", JAKARTA, KOMPAS.com - Komisioner Komisi Pemilihan Umum ( KPU) Wahyu Setiawan mengatakan, tiga mantan narapidana kasus korupsi yang sempat diloloskan sebagai bakal calon anggota legislatif (bacaleg) oleh Badan Pengawas Pemilu ( Bawaslu) dan Panitia Pengawas Pemilu (Panwaslu), saat ini statusnya tetap tidak memenuhi syarat (TMS).Artinya, menurut Wahyu, ketiganya tetap dinyatakan tak lolos sebagai bacaleg, sesuai dengan hasil verifikasi KPU.""(Tiga bacaleg) masih TMS. Dan daftar calon sementara (bacaleg) sudah diterbitkan tanpa mengikutsertakan mereka,"" kata Wahyu di kantor KPU, Jakarta Pusat, Kamis (16/8/2018). Adapun ketiga mantan napi korupsi itu maju sebagai bacaleg tingkat DPD dan DPRD di Aceh, Tana Toraja, dan Sulawesi Utara. Baca juga: MA Hentikan Sementara Gugatan Eks Napi Koruptor terhadap PKPUPada masa pendaftaran bacaleg, ketiganya dinyatakan TMS oleh KPU setempat lantaran berpedoman pada Peraturan KPU (PKPU) Nomor 20 Tahun 2018 yang melarang narapidana korupsi mendaftar sebagai caleg.Namun, mereka lantas mengajukan sengketa pendaftaran ke Bawaslu dan Panwaslu.Hasilnya, Bawaslu dan Panwaslu setempat menyatakan mereka memenuhi syarat (MS) sebagai bacaleg. Alasannya, Undang-Undang Nomor 7 Tahun 2017 tentang Pemilu tak menyebutkan larangan mantan narapidana korupsi jadi caleg.Atas hal tersebut, Wahyu menegaskan bahwa keputusan Bawaslu dan Panwaslu yang menganulir hasil verifikasi KPU adalah tidak berlaku.Penyelenggara pemilu tetap berpedoman pada PKPU yang melarang mantan narapidana korupsi untuk maju sebagai caleg.""Dalam pandangan KPU, tiga daerah tersebut KPU-nya sudah benar dengan ukuran mereka sudah berkerja seusai PKPU,"" ucap Wahyu.""Kami konsisten mantan napi korupsi, pelaku kejahatan seksual anak, dan bandar narkoba kami TMS-kan sebagai bacalon DPD DPR DPRD,"" kata dia."
8,"Berencana Ketemu Jokowi, Prabowo Cari Waktu yang Pas - Kompas.com",", JAKARTA, KOMPAS.com - Bakal calon presiden yang juga Ketua Umum Partai Gerindra  Prabowo Subianto mengaku sedang mencari waktu yang tepat untuk bertemu Presiden Joko Widodo. “Lihat nanti dong. Beliau ( Jokowi) presiden, kan, tentunya sibuk. Nanti kami cari waktu yang tenang,"" kata Prabowo usai bertemu dengan Ketua PB Nahdlatul Ulama Said Aqil Siradj di Kantor PBNU, Jakarta, Kamis (16/8/2018).Saat ditanya di mana tempat pertemuan yang dipilih untuk bertemu dengan Jokowi, Prabowo tak menjawab.Prabowo hanya memastikan dirinya akan menemui Jokowi sebelum kontestasi Pilpres 2019 resmi dimulai.Baca: Prabowo Ingin Bertemu Presiden Jokowi Sebelum PilpresKeinginan Prabowo bertemu Presiden Jokowi sebelumnya diungkap saat dia bertemu Wakil Presiden Jusuf Kalla pada Rabu (15/8/2018) malam. Dalam pertemuan itu hadir pula calon wakil presiden Sandiaga Uno.Prabowo mengatakan, dirinya ingin melaksanakan demokrasi yang baik dan mengedepankan nilai-nilai kesantunan.Meski menjadi rival dalam kontestasi Pilpres 2019, nilai-nilai persahabatan dan kekeluargaan harus tetap dijaga.Pertemuan dengan Presiden Jokowi, kata Prabowo, akan dijadwalkan setelah peringatan HUT RI 17 Agustus 2018."
9,KPU: Ada 3 Mantan Napi Korupsi Lolos Sebagai Bacaleg - Kompas.com,", JAKARTA, KOMPAS.com - Komisioner Komisi Pemilihan Umum ( KPU) Wahyu Setiawan menyebut ada tiga nama mantan narapidana korupsi yang lolos sebagai bakal calon legislatif (bacaleg).Ketiganya lolos setelah Badan Pengawas Pemilu ( Bawaslu) dan Panitia Pengawas Pemilu (Panwaslu) menyatakan mereka memenuhi syarat (MS) sebagai bacaleg.Padahal, sebelumnya KPU menyatakan ketiganya tidak memenuhi syarat (TMS).Baca juga: KPU Kecewa Bawaslu dan Panwaslu Loloskan Eks Koruptor Jadi CalegTiga putusan itu masing-masing dikeluarkan oleh Panwaslih Aceh, Panwaslu Tana Toraja, dan Bawaslu Sulawesi Utara. ""Ada tiga putusan KPU yang dianulir lewat putusan Bawaslu,"" kata Wahyu di kantor KPU, Jakarta Pusat, Kamis (16/8/2018).Tindakan Bawaslu dan Panwaslu tersebut, menurut Wahyu, telah mengabaikan aturan tentang larangan mantan narapidana korupsi untuk mendaftar sebagai  caleg, sebagaimana tercantum dalam Peraturan KPU (PKPU) nomor 20 tahun 2018.Baca juga: MA Belum Putuskan Uji Materi, PKPU Larangan Eks Koruptor Nyaleg Tetap Berlaku Mestinya, baik Bawaslu maupun Panwaslu menjadikan PKPU sebagai standar pengawasan.""Maka tampaknya Bawaslu mengabaikan aturan pemilu. Padahal aturan KPU mengikat semua penyelenggara (pemilu),"" ujar Wahyu.Selain menyalahi aturan, putusan Bawaslu dan Panwaslu tersebut dikhawatirkan akan memengaruhi pelaksanaan pemilu di daerah lain.Menurut Wahyu, hal tersebut akan jadi preseden yang buruk.Baca juga: MA Hentikan Sementara Gugatan Eks Napi Koruptor terhadap PKPUMenyikapi hal tersebut, Wahyu mengaku pihaknya telah mengirimkan surat kepada tiga Bawaslu dan Panwaslu terkait.Menurut Bawaslu dan Panwaslu, putusan yang mereka buat berdasarkan Undang-undang nomor 7 tahun 2017 tentang Pemilu, yang tidak melarang mantan narapidana korupsi untuk nyaleg.""Bawaslu masih berpedoman pada UU 7 tahun 2017 saja. Padahal PKPU sudah diundangkan, artinya udah sah dan diakui oleh negara,"" jelas Wahyu.Baca juga: Gerindra Anggap Ada Masalah Hukum Terkait Larangan Koruptor Jadi CalegSebelumnya, pada masa pendaftaran bacaleg, tiga mantan narapidana korupsi di tiga daerah tersebut dinyatakan tidak memenuhi syarat (TMS) oleh KPU.Ketiganya lantas mengajukan sengketa pendaftaran ke Bawaslu dan Panwaslu setempat. Hasil sengketa menyatakan ketiganya memenuhi syarat (MS) sehingga menganulir keputusan KPU yang menyatakan mereka TMS. "
