	Judul	Konten
0	Sandiaga senang Ahok ingin masuk tim sukses Jokowi-Ma'ruf | merdeka.com	"	 Merdeka.com - Mantan Gubernur DKI  Jakarta Basuki T Purnama (Ahok), disebut ingin masuk sebagai timses Joko Widodo - Ma'ruf Amin di Pilpres 2019. Keinginan itu disampaikan oleh Menko Luhut B Panjaitan.Mendengar kabar itu, Bakal Cawapres Sandiaga Uno menyambut baik. Menurut dia, Ahok memiliki hak politik untuk mendukung siapapun di Pilpres 2019 nanti.""Saya tentunya menyambut, kan ini pemilu yang saling merangkul, pemilu yang sejuk pemilu yang mempersatukan. Saya justru menyambut baik ya kalau Pak Basuki juga ikut dalam pemilu ini,"" kata Sandiaga di kawasan Gondangdia, Rabu (15/8) malam.Sandiaga mengaku meski sempat bersebrangan saat Pilkada DKI 2017, namun keduanya tetap bersahabat. ""Walaupun kita pernah berseberangan tapi kan kita bersahabat. Jadi sah-sah saja dan itu hak politik pak Basuki dan saya sangat mensupport dan saya sangat gembira dia ikut,"" ujarnya.Sebelumnya diberitakan, Menko Maritim Luhut Binsar Panjaitan menepis anggapan isu kekecewaan Basuki Tjahaja Purnama atau Ahok dan simpatisannya, karena Jokowi meminang Ma'ruf Amin di Pilpres 2019.Menurut Luhut, hal itu tidak benar, malahan Ahok sangat mendukung pasangan tersebut di Pilpres 2019.""Ada yang bilang Pak Ahok marah katanya? Kemarin Ahok tulis surat ke saya, bilang saya senang pak. Kalau saya keluar dari penjara saya ingin juga ikut kampanye nanti di tim pemenangan,"" kata Luhut.Luhut berharap, dengan klarifikasi ini tidak ada lagi pemecah belah kelompok bangsa. Menurut dia, justru dengan adanya perbedaan dapat menyatukan sebagai keutuhan NKRI.Reporter: Delvira HutabaratSumber: Liputan6.com [rnd]"
1	Sandiaga siap jika dipanggil Bawaslu soal tudingan mahar Rp 500 miliar | merdeka.com	"	 Merdeka.com - Federasi Indonesia Bersatu melaporkan bakal cawapres Sandiaga Uno ke Badan Pengawas Pemilu (Bawaslu). Laporan itu terkait cuitan Wasekjen Partai Demokrat Andi Arief soal tudingan Sandiaga memberi mahar Rp 500 miliar ke PKS dan PAN.Menanggapi hal tersebut, Sandiaga mengatakan menyerahkan sepenuhnya ke tim hukum. ""Saya serahkan kalau ke ranah hukum. Tapi sudah saya bantah dan silakan dilakukan pendalaman,"" kata Sandiaga di kawasan Gondangdia,  Jakarta Pusat, Rabu (15/8) malam.Sandiaga mengatakan siap untuk dimintai keterangan apabila diminta Bawaslu untuk datang. ""Enggak ada masalah, kebetulan waktunya lagi woles (santai). Ya walaupun banyak kegiatan juga tapi kalau dipanggil Bawaslu ya siap,"" ucapnyaSandiaga mengatakan apa yang dituduhkan padanya tidak mendasar dan tidak ada bukti otentik.""Saya juga sama berkedudukan sama di mata hukum dan saya meyakini yang dituduhkan sangat tidak mendasar dan sudah saya bantah berulang kali dan saya siap aja sih,"" ucapnya""Menurut saya bukti otentiknya itu apa? Nanti tolong dipelajari saja oleh teman tim hukum kita,"" ucapnyaSementara itu, Sandiaga mengaku tak berhubungan dan bertemu lagi dengan Andi Arif. ""Saya setelah tuduhan itu tidak pernah (bertemu). Saya bertemu beliau waktu ada pertemuan di rumah Pak SBY dan sangat bersahabat gitu enggak ada masalah, peluk-pelukan,"" tandasnya.Reporter: Delvira HutabaratSumber: Liputan6.com [bal]"
2	Suap proyek Bakamla, Fayakhun Andriadi jalani sidang perdana hari ini | merdeka.com	"	 Merdeka.com - Politikus Golkar Fayakhun Andriadi hari ini jalani sidang perdana di Pengadilan Tipikor  Jakarta Pusat terkait kasus  korupsi pengadaan alat satelit monitoring di badan keamanan laut (Bakamla). Mantan anggota Komisi I DPR itu disebut menerima fee sebesar Rp 12 miliar dari pengadaan pembahasan APBN Perubahan tahun 2016 untuk pengadaan alat satelit monitoring di Bakamla senilai Rp 1,2 triliun.Jaksa penuntut umum pada KPK Takdir Suhan mengatakan, pihaknya akan membacakan surat peran Fayakhun pada peristiwa tersebut.""Pembacaan surat dakwaan direncanakan pukul 10.00 WIB nanti di situ akan dibacakan bagaimana peran yang bersangkutan,"" ujar Takdir, Kamis (16/8).Selain menerima Rp 12 miliar, Fayakhun juga diduga menerima USD 300 ribu dari perusahaan pemenang lelang, milik Fahmi Darmawansyah, PT Melati Technofo. Disebutkan juga penerimaan oleh Fayakhun dilakukan sebanyak 4 kali transfer.Pada persidangan terdakwa sebelumnya, Fayakhun disebut menerima uang berbentuk dolar Amerika untuk diperuntukan biayai musyawarah nasional Partai Golkar. Namun hal itu dibantahnya meski jaksa menampilkan percakapan anak buah Fahmi, Erwin dan Adami, tentang pertemuan Fayakhun dengan sejumlah anggota DPR seperti Setya Novanto, Kahar Muzakkir.""Saya tidak pernah menulis pesan-pesan itu, kalau saya lihat itu copy paste bukan data natural. Saya tidak pernah minta uang,"" ujar Fayakhun.Sementara untuk keperluan munaslub Partai Golkar, PT Melati Technofo Indonesia ditransfer ke akun perbankan di luar negeri. Hal itu atas permintaan Fayakhun.""Noted bro, konfirm bro. Bro kalau dikirim Senin maka masuk di tempat saya Kamis atau Jumat depan, padahal Jumat depan sudah Munas Golkar. Apa bisa dipecah yang cash di sini USD 300 ribu, sisanya di JP Morgan? USD 300 ribu-nya diperlukan segera untuk petinggi-petingginya dulu. Umatnya nyusul minggu depan,"" ujar Fayakhun kepada Erwin Arief selaku Managing Director PT Rohde & Schwarz Indonesia melalui aplikasi pesan Whatsapp.Selain itu, Fayakhun juga memberikan sebuah akun perusahaan kepada Erwin sebagai realisasi komitmen fee dari proyek tersebut, di antaranya; Hangzhou Plastic co.ltd, Guangzhou Ruiqi Oxford, Cloth co, ltd, Omega Capital Aviation limited, JP Morgan International Bank limited, Brussels.Transaksi luar negeri tersebut, selain menyeret Fayakhun nama terdakwa kasus korupsi proyek e-KTP Setya Novanto, dan Ketua Komisi III DPR, Kahar Muzakir, juga turut serta. Hal ini kembali terkuak saat jaksa penuntut umum pada KPK kembali menampilkan percakapan Erwin.""Bro tadi saya sudah ketemu Onta (Ali Fahmi alias Fahmi Habsyi), SN, dan Kahar. Semula dari KaBa (Kabakamla) yang sudah ok drones, satmon belum. Tapi saya sudah ""paksa"" bahwa harus drones + satmon total 85,"" ujar Fayakhun kepada Erwin.""Ok nanti aku kabarin Fahmi sekarang,"" respon Erwin.Saat proses penyidikan, mantan anggota Komisi I DPR itu pun mengembalikan uang Rp 2 miliar ke KPK. [rnd]"
3	Pernyataan menohok Andi Arief, dari jenderal kardus sampai suami ketahuan selingkuh | merdeka.com	"	 Merdeka.com - Sekjennya Partai Demokrat Andi Arief belakangan menjadi sorotan akibat cuitannya yang menjadi kontroversi. Andi mengungkap perihal adanya pengkhianatan dari Ketua Umum Gerindra Prabowo Subianto terhadap Demokrat saat penunjukan cawapres.Atas hal itu lah keluar sebutan jenderal kardus yang dialamatkan kepada Prabowo. Jenderal kardus diartikan Andi sebagai orang yang tak cakap dalam memperhitungkan harmonisasi koalisi antara Demokrat dan Gerindra. Kemarin Andi kembali membuat pernyataan menohok terkait koalisi. Apa saja? Berikut ulasannya."
4	Membandingkan kekayaan pasangan Prabowo-Sandi dan Jokowi-Ma'ruf Amin | merdeka.com	"	 Merdeka.com - Pemilihan presiden (Pilpres) mempertemukan dua kandidat; Joko Widodo-Ma'ruf Amin dan Prabowo Subianto-Sandiaga Uno. Sebagai salah satu persyaratan yang harus dilengkapi adalah wajib untuk melaporkan harta kekayaan ke Komisi Pemberantasan  Korupsi (KPK).Lantas berapa harta kekayaan Prabowo-Sandi dan Jokowi-Ma'ruf? Berdasarkan situs Laporan Harta Kekayaan Penyelenggara Negara (LHKPN), ini perbandingan kekayaan kedua pasangan tersebut:"
5	Deretan artis cantik ini jadi pendukung Jokowi dan Prabowo | merdeka.com	"	 Merdeka.com - Pilpres 2019 bakal berlangsung seru. Masing-masing pasangan punya dukungan dari berbagai kalangan. Termasuk dari para artis Indonesia.Peran artis sangat penting untuk menarik massa. Mereka adalah publik figur. Punya fans. Baik Jokowi dan Prabowo sama-sama mendapat dukungan dari para artis.Siapa saja artis-artis yang terang-terangan mendukung Jokowi dan Prabowo?"
6	4 Bukti Jokowi sebenarnya pilih Mahfud MD sebagai cawapres | merdeka.com	"	 Merdeka.com - Hampir sepekan berlalu, penunjukan cawapres Jokowi masih menyisakan tanya. Di mana kabar beredar cawapres yang dipilih Jokowi adalah Mahfud MD. Namun semua berubah seketika saat Jokowi mengumumkan pendampingnya pada Pilpres nanti ialah Ma'ruf Amin. Sontak saja ini membuat publik terkejut.Dalam acara Indonesia Lawyers Club (ILC) di TvOne, Mahfud MD blak-blakan mengungkapkan kejadian sebenarnya. Mantan Ketua MK itu juga menegaskan jika cawapres yang sebenarnya dipilih Jokowi adalah dirinya. Berikut bukti Jokowi pilih Mahfud MD sebagai cawapres:"
7	Analisis strategi Prabowo-Sandi kalahkan Jokowi-Ma'ruf | merdeka.com	"	 Merdeka.com - Secara mengejutkan, Prabowo Subianto pada menit-menit terakhir memilih Sandiaga Uno sebagai cawapresnya dalam Pilpres 2019. Padahal nama Sandi sebelumnya tidak masuk dalam radar koalisi kubu Prabowo.Masuknya nama Sandi telah diperhitungkan dari berbagai aspek. Salah satunya adalah memaksimalkan kelebihan Sandiaga Uno.Bagaimana sebenarnya peluang pasangan Prabowo-Sandi mengalahkan Jokowi-Ma'ruf? Berikut analisis dari Direktur Eksekutif Charta Politika Indonesia Yunarto Wijaya:"
8	Tolak DPR disebut kurang produktif, Bamsoet lebih pentingkan kualitas UU | merdeka.com	"	 Merdeka.com - Ketua DPR Bambang Soesatyo menepis anggapan yang menyebut kinerja lembaganya di bidang legislasi masih lemah. Menurutnya, DPR meski memiliki hak legislasi tetap tidak bisa meloloskan rancangan undang-undang (RUU) menjadi uncang-undang (UU) tanpa persetujuan pemerintah.Bamsoet menyatakan, merujuk pada Pasal 20 UUD 1945 maka penyusunan Program Legislasi Nasional (Prolegnas) dan pembahasan RUU tidak bisa dilakukan DPR secara sepihak. ""Proses pembahasan RUU bukan hanya menjadi tanggung jawab DPR, tetapi juga merupakan tanggung jawab bersama pemerintah,"" ujarnya di  Jakarta, Rabu (15/8).Legislator Partai Golkar itu menambahkan, hal yang terpenting dalam kinerja legislasi bukanlah jumlah undang-undang yang dihasilkan. Sebab, hal yang lebih substantif adalah menghasilkan UU yang berkualitas.""Kualitas UU itu secara langsung dapat memberikan solusi dan payung hukum bagi permasalahan rakyat, baik di bidang hukum, ekonomi, sosial, politik dan kesejahteraan masyarakat secara umum,"" tegasnya.Bamsoet menambahkan, DPR dalam membahas RUU juga memberi ruang bagi masyarakat untuk menyampaikan kritik dan masukan. Bahkan, katanya, DPR dalam membahas RUU selalu meminta masukan untuk menyusun pasal demi pasal.Selain itu Bamsoet juga menegaskan komitmennya tentang transparansi DPR dalam membahas RUU. ""Pembahasan RUU di DPR dilakukan secara terbuka dan berkelanjutan tanpa mengenal waktu dan tenaga, serta mengharapkan dukungan dari seluruh masyarakat,"" pungkasnya. [bal]"
9	Mahfud MD pernah tolak 3 jabatan strategis saat ditawari Jokowi | merdeka.com	"	 Merdeka.com - Tidak banyak yang tahu bila sejak awal Jokowi menjadi presiden, Mahfud MD sempat diminta bergabung di pemerintahan. Akan tetapi Mahfud MD menolak lantaran pada Pilpres 2014 berada di kubu Prabowo.Mahfud berpegang teguh terhadap etika politiknya. Mantan ketua MK tersebut mengaku pernah menolak beberapa jabatan strategis yang ditawarkan oleh Jokowi. Apa saja? Berikut ulasannya:"
