,Judul,Konten
0,Mahfud MD ke Romahurmuziy: Jangan Main-Main dengan Saya - Pilpres Liputan6.com,",Liputan6.com, Jakarta - Mantan Ketua Mahkamah Konstitusi (MK) Mahfud MD tak mempersoalkan batalnya ia menjadi pendamping Jokowi pada Pilpres 2019. Meski demikian, ia mengaku tersinggung dengan ucapan Ketum PPP Romahurmuziy.""Dia bilang, 'Pak Mahfud tuh kan maunya sendiri katanya bikin baju sendiri, siapa yang nyuruh itu'. Saya agak tersinggung,"" kata Mahfud menirukan pernyataan Romi dalam acara Indonesia Lawyers Club di TvOne, Selasa (14/8/2018) malam.Baca JugaBaju yang dimaksud adalah kemeja putih yang dikenakan Mahfud jelang Jokowi mendeklarasikan cawapres yang akan mendampinginya. Padahal, Mahfud mengenakan pakaian itu berdasarkan instruksi dari pihak Istana.Yang bikin Mahfud jengkel, sehari sebelum pengumuman nama pendamping Jokowi, Romi mengatakan bahwa namanya sudah final dipilih jadi cawapres.Hal itu dikatakan Romi saat bertemu di kediaman Mahfud. Pertemuan itu dirancang melalui Sekjen PPP Arsul Sani.""Dia (Romi) ke rumah saya hari Jumat dua minggu lalu. Dia memberi tahu menyebut penyebutan nama 10 itu memang betul Romi dapat dari Pak Jokowi dan itu betul dari Pak Jokowi. Kenapa dia sebut di situ, disebut ada Ma'ruf Amin, ada Din Syamsyudin, kenapa ada nama Din Syamsudin karena titipan dari halalbihal di Muhammadiyah kata Romi agar disebut satu nama. Masa NU semua, lalu ada Pak Mahfud ini gitu,"" beber Mahfud.Yang lebih membuat Mahfud heran, Romi mengatakan dirinya yang ngotot menjadi cawapres Jokowi. Padahal sejak awal Romi terang-terangan menyatakan mendukungnya.""Nah jadi Romi sejak awal sudah ke saya, bahkan sehari sebelumnya itu saya sudah komunikasi dengan (Suharso) Monoarfa, Pak Mahfud saya bersama Romi sudah menghadap Presiden dan Romi mengatakan kalau lawan pasangannya Prabowo itu Salim Segaf nanti lawannya Pak Mahfud. Kalo pasangannya Prabowo itu AHY sama-sama millenial cawapresnya Romi, gitu. Tapi sudah tahu dia kalau Pak Jokowi memilih saya,"" kata Mahfud.Kendati demikian, Mahfud mengaku tak dendam kepada Romi. Ia hanya mewanti-wanti.""Saya ingatkan saja, Mas Anda ini kok ngomongnya beda dengan yang waktu ketemu saya. Jangan main-mainlah,"" kata Mahfud kepada Romi.Reporter: Muhamad Agil Aliansyah* Update Terkini Asian Games 2018 Mulai dari Jadwal Pertandingan, Perolehan Medali hingga Informasi Terbaru dari Arena Pesta Olahraga Terbesar Asia di Sini.Saksikan video pilihan di bawah ini "
1,Mahfud MD Ungkap Proses Ditawarkan hingga Dibatalkan Jadi Cawapres Jokowi - Pilpres Liputan6.com,",Liputan6.com, Jakarta - Mahfud MD buka-bukaan soal batalnya dia menjadi cawapres Jokowi. Padahal, sebelumnya, ia sudah mendapat kabar akan ditunjuk Jokowi untuk mendampinginya di Pilpres 2019.Cerita bermula pada 1 Agustus sekitar pukul 23.00 WIB. Mahfud diundang ke kediaman Mensesneg Pratikno.Baca JugaDi sana, Koordinator Staf Khusus Presiden Teten Masduki ikut hadir. Mahfud mengaku diberi tahu soal pilihan cawapres Jokowi sudah mengerucut kepada dirinya.""Lalu saya diberi tahu bahwa Pak Mahfud sekarang pilihan sudah mengerucut ke bapak, harap bersiap-siap, nanti pada saatnya akan diumumkan,"" kata Mahfud di acara Indonesian Lawyer Club yang disiarkan TvOne, Selasa (14/8/2018) malam.Ia diminta menyiapkan syarat-syarat menjadi cawapres. Pratikno meyakinkan Mahfud segala sesuatunya sudah beres. Hanya saja, Mahfud berkomunikasi dengan PKB.""Setelah itu saya lakukan komunikasi dengan orang-orangnya Cak Imin. Saya kan bukan calon dari PKB kenapa harus ke PKB nanti orang-orang Golkar sangka saya calon dari PKB,"" tutur Mahfud.Pratikno kembali mengundang Mahfud pada Rabu (8/8/2018) malam. Teten Masduki lagi-lagi ikut dalam pertemuan.Mahfud kemudian diinformasikan bahwa Jokowi akan mengumumkan cawapres keesokan harinya. Pratikno juga membahas detail seremoni deklarasi Jokowi-Mahfud.""Upacaranya nanti berangkat dari Gedung Joang, Pak Mahfud naik sepeda motor bersama Pak Jokowi bonceng. Pak Jokowi yang di depan,"" cerita Mahfud.Di hari H, Kamis (9/8/2018) Mahfud kemudian ditelepon Seskab Pramono Anung. Pramono meminta Mahfud segera menyerahkan daftar riwayat hidup secara lengkap."
2,Andi Arief: 2019 Ganti Presiden Taktik 2 Istri Muda Naikkan Uang Belanja - Pilpres Liputan6.com,",Liputan6.com, Jakarta - Politikus Demokrat Andi Arief menyinggung dugaan mahar dalam pencalonan Sandiaga Uno sebagai calon wakil presiden bagi Prabowo Subianto. Ia menyerempet gerakan #2019GantiPresiden yang belakangan ini marak di media sosial.Ia sangsi gerakan itu bertujuan mengganti presiden. Baginya, gerakan itu merupakan upaya elite untuk meraup keuntungan. Caranya dengan memobilisasi rakyat.Baca Juga""Itu hanya taktik dua istri muda untuk menaikkan uang belanja,"" kicau Andi di akun Twitternya, Rabu (15/8/2018).Gerakan #2019GantiPresiden bukan untuk mengganti Ptesiden, tapi itu hanya taktik dua istri muda untuk menaikkan uang belanja. Rakyat dimobilisasi, elitenya bagi-bagi uang.Meski Demokrat mendukung Prabowo, Andi Arief sempat menimbulkan kontroversi. Ia mengungkap dugaan ada mahar politik dari Sandiaga Uno ke PAN dan PKS. Tak tanggung-tanggung, Sandi dituding mengucurkan masing-masing Rp 500 miliar bagi kedua partai. * Update Terkini Asian Games 2018 Mulai dari Jadwal Pertandingan, Perolehan Medali hingga Informasi Terbaru dari Arena Pesta Olahraga Terbesar Asia di Sini. Saksikan video pilihan di bawah ini"
3,Andi Arief Bandingkan Beda Tekanan Politik Koalisi Jokowi dan Prabowo - Pilpres Liputan6.com,",Liputan6.com, Jakarta - Politikus Demokrat Andi Arief ikut mengomentari pernyataan Mahfud MD di program Indonesia Lawyers Club yang disiarkan TVOne, Selasa (14/8/2018). Mahfud menuturkan drama seputar batalnya ia menjadi cawapres Jokowi.Andi Arief pun lantas mencuit di akun Twitternya. ""Saya menyaksikan Penjelasan Pak Prof @mohmahfudmd semalam kesimpulan saya murni pertarungan kegagalannya,"" tulis Andi Arief, Rabu (15/8/2018) pagi.Baca JugaIa membandingkan dinamika yang terjadi di koalisi pendukung Jokowi dan Prabowo. Menurutnya, kedua kubu punya karakteristik yang berbeda.""Ada tekanan politik yg serius dan tidak biaa ditukar dengan uang. Beda dengan Tekanan politik ditukar Mahar dalam kasus Sandi Uno,"" tulis Andi Arief.Saya menyaksikan Penjelasan Pak Prof @mohmahfudmd semalam kesimpulan saya murni pertarungan kegagalannya. Ada tekanan politik yg serius dan tidak biaa ditukar dengan uang. Beda dengan Tekanan politik ditukar Mahar dalam kasus Sandi Uno. Meski Demokrat, mendukung Prabowo, Andi Arief sempat menimbulkan kontroversi. Ia mengungkap dugaan ada mahar politik dari Sandiaga Uno ke PAN dan PKS. Tak tanggung-tanggung, Sandi dituding mengucurkan masing-masing Rp 500 miliar bagi kedua partai. * Update Terkini Asian Games 2018 Mulai dari Jadwal Pertandingan, Perolehan Medali hingga Informasi Terbaru dari Arena Pesta Olahraga Terbesar Asia di Sini.Saksikan video pilihan di bawah ini . "
4,Mengenal Sosok Istri Ma'ruf Amin - Pilpres Liputan6.com,",Liputan6.com, Serang - Sosok Ma'ruf Amin, calon wakil presiden pendamping Joko Widodo atau Jokowi dalam Pilpres 2019, terus menjadi pusat perhatian. Termasuk sang istri, Wury Estu Handayani.Ma'ruf Amin menikah dengan wanita berhijab ini saat keduanya sama-sama berstatus single. Wury menjanda selama 2 tahun, sedangkan Ma'ruf menduda 7 bulan usai istri pertamanya, Siti Churiyah, meninggal dunia.Baca JugaKeduanya sepakat menjalani taaruf setelah dikenalkan oleh sahabat Ma'ruf Amin. Prosesnya cukup singkat hingga akhirnya, mereka memutuskan untuk menikah usai meski memiliki selisih usia 30 tahun.Istri Ma'ruf Amin ini merupakan perawat gigi di sebuah puskesmas.Penampilan debutnya mendampingi Ma'ruf Amin terjadi pada saat berfoto bersama Kabinet Indonesia Bersatu Jilif II di Istana Negara. Foto ini diunggah dalam akun Facebooknya, pada 5 Februari 2016.Dia memakai kebaya putih yang dipadukan dengan kain songket jingga serta hijab berwarna senada.Wury selalu menyimpan rapat urusan keluarganya. Tak banyak yang istri Ma'ruf Amin bagikan dalam akun Facebook-nya. Pada akun tersebut hanya ada foto-fotonya saat mengunjungi sejumlah daerah dan negara. Juga foto anaknya. * Update Terkini Asian Games 2018 Mulai dari Jadwal Pertandingan, Perolehan Medali hingga Informasi Terbaru dari Arena Pesta Olahraga Terbesar Asia di Sini."
5,Waketum Partai Gerindra: Andi Arief Berjalan Sendiri - Pilpres Liputan6.com,",Liputan6.com, Jakarta - Waketum Partai Gerindra Edhy Prabowo menyatakan, telah mengonfirmasi pernyataan Andi Arief ke elite Partai Demokrat. Andi Arief membuat geger dengan pernyataannya soal mahar politik bakal cawapres Sandiaga Uno.""Kami sudah mendapat klarifikasi dari Partai Demokrat. Partai Demokrat sendiri mengklaim Andi Arief berjalan sendiri,"" kata Edhy di Kertanegara, Jakarta Selatan, Selasa (14/8/2018).Baca JugaDia mengatakan, jawaban para elite Partai Demokrat membuatnya semakin bertanya-tanya. ""Ya saya pikir, saya tidak tahu saudara Andi Arief bicara atas dasar apa, mewakili siapa,"" ungkap dia.Edhy menegaskan, tudingan yang disampaikan Andi Arief sama sekali tidak benar.""Saya sendiri menganggap apa yang disampaikan bahwa Gerindra dapat mahar Rp 500 juta itu adalah satu hal yang menuduh kami tanpa alasan dan kami tidak merasa itu ada. Yang kita yang mau mau jadi presiden kok kita yang minta mahar Kan lucu,"" papar Edhy.""Kami tidak mau terlalu dalam untuk menanggapi ini kalau memang itu masih berkeyakinan kita masih melakukan upaya-upaya hukum tapi kita tidak mau harus sampai ke sana karena bagaimanapun juga bagi kami yang paling penting sekarang adalah bagaimana memenangkan tim ini, memenangkan Pak Prabowo-Sandi untuk bisa memenangkan kompetisi ini,"" dia menandaskan. * Update Terkini Asian Games 2018 Mulai dari Jadwal Pertandingan, Perolehan Medali hingga Informasi Terbaru dari Arena Pesta Olahraga Terbesar Asia di Sini. Saksikan video pilihan di bawah ini:"
6,Demokrat: Kasus Dugaan Mahar Sandiaga Uno Rp 500 M Sudah Selesai - Pilpres Liputan6.com,",Liputan6.com, Jakarta - Kadiv Advokasi dan Bantuan Hukum Partai Demokrat Ferdinand Hutahaean menuturkan, kasus dugaan mahar 500 miliar yang dilontarkan Andi Arief terhadap Sandiaga Uno sudah selesai.Pernyataan Andi Arief juga tidak mengatasnamakan partai Demokrat alias pribadi.Baca Juga""Masalah ini sudah selesai, mekanisme partai sudah berjalan. Suara resmi partai hanya berasal dari Ketua Umum maupun dari Sekjen atas seijin Ketua Umum,"" katanya kepada merdeka.com, Rabu (15/8/2018).Menurut Ferdinand, sentilan Andi Arief kini sudah reda dan tak perlu ditanggapi lebih jauh.""Terkait ini sudah selesai, dan Andi Arif sudah menyampaikan sikapnya lewat Twitter bahwa sekarang saatnya fokus memenangkan (Capres) Prabowo. Jadi sudah tidak ada lagi polemik. Sudah selesai. Hari ini kan sudah tidak ada lagi,"" tuturnya.Terkait ini, Ferdinand ogah membeberkan apakah Andi Arief ditegur atau tidak oleh Ketum Susilo Bambang Yudhoyono (SBY). Dia hanya menyebut mekanisme partai sudah berjalan. Demokrat juga memahami karakter Andi Arief yang kritis.""Saya tidak perlu menjelaskan mekanisme yang sudah terjadi. Kami hormati sikap Andi Arif yang memang sedari dulu kritis. Bukan berarti kami membenarkan meski kami menghormarti. Tapi karakternya dari dulu karakter keras terhadap prinsip sebagai aktivis,"" jelas Ferdinand.* Update Terkini Asian Games 2018 Mulai dari Jadwal Pertandingan, Perolehan Medali hingga Informasi Terbaru dari Arena Pesta Olahraga Terbesar Asia di Sini."
7,Mantan Panglima TNI Djoko Santoso Siap Jadi Ketua Timses Prabowo-Sandiaga - Pilpres Liputan6.com,",Liputan6.com, Jakarta - Anggota Dewan Pembina Partai Gerindra Djoko Santoso diusulkan menjadi ketua tim sukses (timses) pasangan calon Presiden dan Wakil Presiden Prabowo Subianto dan Sandiaga Uno.Usulan ini disambut positif oleh Djoko Santoso. Mantan panglima TNI ini menyatakan siap jika ditunjuk sebagai ketua tim sukses.Baca Juga""Ya namanya tentara ya siap lah. tidak ada yang tidak siap kalau untuk negara,"" ujar Djoko di Kertanegara, Selasa (14/8/2018).Namun, Djoko mengungkapkan, tidak tahu-menahu bahwa Prabowo telah merekomendasikan dirinya sebagai ketua timses.""Saya belum tahu. Mungkin pas penunjukan tadi, lagi tidak ada saya,"" ujar dia.Djoko menerangkan, Prabowo hanya memberikan pesan untuk memenangi Pilpers 2019 mendatang.""Ya udah biasa yah. Yang penting kita harus kerja keras yah, kerja sama. Kerja iklas, kerja cerdas,"" ungkap dia.Saat ini, tim dari Partai Gerindra tengah menjalin komunikasi dengan partai pengusung untuk meresmikan Djoko sebagai ketua tim sukses.""Bukan saya. Ada tim. Ya kita hanya kekeluargaan saja, kita sudah lama 30 tahun,"" tandas Djoko Santoso. * Update Terkini Asian Games 2018 Mulai dari Jadwal Pertandingan, Perolehan Medali hingga Informasi Terbaru dari Arena Pesta Olahraga Terbesar Asia di Sini."
8,"Farhat Abbas Ditunjuk Jadi Jubir Jokowi-Ma'ruf Amin, Siap Hadapi Fadli Zon - Pilpres Liputan6.com",",Liputan6.com, Jakarta - Pengacara yang juga calon anggota legislatif dari Partai Kebangkitan Bangsa (PKB), Farhat Abbas, resmi dipilih oleh PKB untuk menjadi juru bicara pasangan capres dan cawapres Joko Widodo-Ma'ruf Amin.Untuk pekerjaan barunya nanti, Farhat Abbas mengaku akan menjalani pelatihan sebagai juru bicara.Baca Juga""Tim pemenangan Jokowi-Ma'ruf itu membentuk kumpulan juru bicara yang terdiri dari 9 parpol pendukung, jadi mengutus 10 sampai 20. Kemarin kita melakukan pelatihan buat 100 orang juru bicara yang akan membawa nama partai maupun timses pemenangan ini,"" kata Farhat di Kopo Politik, Jakarta Selatan, Rabu (14/8/2018).Pelatihan dibagi menjadi beberapa bidang, sesuai ilmu yang dikuasai masing-masing. Para jubir tersebut nantinya akan melakukan koordinasi dengan para direktur relawan, yang saat ini diketuai oleh Marwan Jafar dari PKB.""Jadi siapa saja nanti akan dibagi menurut bidang-bidangnya. Ada bidang hukum, bidang ekonomi, bidang politik, dan lain sebagainya. Jadi nanti tetap berkoordinir pada timses yang sebagian sudah dibentuk direktur-direkturnya, kita ucapkan selamat juga untuk direktur tim relawan Marwan Jafar dari PKB yang akan mengkoodinir relawan seluruh Indonesia,"" ujar Farhat Abbas. * Update Terkini Asian Games 2018 Mulai dari Jadwal Pertandingan, Perolehan Medali hingga Informasi Terbaru dari Arena Pesta Olahraga Terbesar Asia di Sini."
9,Harta Jokowi Sebesar Rp 50 Miliar - Pilpres Liputan6.com,",Liputan6.com, Jakarta - Presiden Joko Widodo alias Jokowi telah memperbarui Laporan Harta Kekayaan Penyelenggara Negara (LHKPN) ke Komisi Pemberantasan Korupsi (KPK). Jokowi memperbarui LHKPN sebagai syarat maju sebagai cakal calon presiden periode 2019-2024.Pada laman elhkpn.kpk.go.id, Jokowi memiliki harta senilai Rp 50.248.349.788 (Rp 50,2 miliar). Harta tersebut baru saja di-update pada Selasa 14 Agustus 2018 sebagai syarat mendaftarkan diri sebagai calon presiden ke KPU.Baca JugaBerdasarkan laman tersebut, Jokowi memiliki harta tidak bergerak berupa tanah dan bangunan yang tersebar di Provinsi Jawa Tengah dan Jakarta Selatan senilai Rp 43.888.588.000.Sedangkan untuk harta bergerak, Jokowi tercatat memiliki sejumlah alat transportasi senilai Rp 1.083.500.000 berupa mobil Suzuki Pick Up senilai Rp 10 juta, dua unit Isuzu Truck senilai Rp 120 juta, ‎dan Mercedes Benz tahun 1996 senilai Rp 60 juta.Kemudian, ‎Mercedes Benz tahun 2004 senilai Rp 175 juta, Daihatsu Espass senilai Rp 25 juta, Nissan Grand Livina senilai Rp 125 juta, Isuzu Panther ST Wagon senilai Rp 36 juta, Toyota Kijang Innova senilai Rp 170 juta, dan Nissan Juke senilai Rp 220 juta.Selain itu, Jokowi juga tercatat memiliki dua buah motor masing-masing berjenis Chopperland Chopper seharga Rp 140 juta dan Yamaha Vega seharga‎ Rp 2,5 juta. Jokowi juga mempunyai harta bergerak lainnya senilai Rp 360 juta.Mantan Gubernur DKI Jakarta itu juga tercacat memiliki giro atau setara kas lainnya senilai Rp 6.109.000.000. Namun Jokowi juga tercatat mrmiliki utang sebesar Rp‎1.192.972.916. Sehingga, total keseluruhan harta Jokowi berjumlah Rp 50.248.349.788. * Update Terkini Asian Games 2018 Mulai dari Jadwal Pertandingan, Perolehan Medali hingga Informasi Terbaru dari Arena Pesta Olahraga Terbesar Asia di Sini. Saksikan video pilihan di bawah ini:"
