	Judul	Konten
0	Djoko Santoso soal Moeldoko masuk tim pemenangan Jokowi: Bagus, anak buah pintar | merdeka.com	"	 Merdeka.com - Kepala Staf Kepresidenan, Moeldoko, ditunjuk sebagai Wakil Ketua Tim Nasional Kampanye Joko Widodo-Ma'ruf Amin. Wakil Ketua Dewan Pembina Partai Gerindra, Djoko Santoso, mengaku siap berkompetisi dengan Moeldoko untuk memenangkan Prabowo-Sandiaga.Seperti diketahui, Djoko ditunjuk oleh Partai Gerindra, PAN, PKS dan Partai Demokrat sebagai ketua tim pemenangan Prabowo Subianto-Sandiaga Uno.""Bukan melawan lah, ya kompetisi ya kan gitu,"" kata Djoko di Kantor DPP Gerindra, Ragunan,  Jakarta Selatan, Senin (20/8).Djoko mengaku, Moeldoko merupakan orang yang pintar. Dia menyebut Moeldoko adalah anak buahnya yang sukses apalagi sama-sama pernah menjabat Panglima TNI.""Moeldoko bagus. Bagus Moeldoko. Anak buah saya yang pintar itu ya. Kalau enggak pintar, enggak bisa bintang empat,"" ungkapnya.Ditanya apakah persaingan keduanya di Pilpres bisa memecah kesolidan purnawirawan TNI, Djoko tak berpikir sampai ke arah untuk memecah belah.""Saya enggak pernah pelajari memecah belah. Gile lo. Aku selama jadi tentara, belajar terus enggak ada ini ilmunya memecah belah, enggak ada,"" bantahnya.""Kita harus bersatu kan. Semua ini hanya Pilpres. Pilpres itu hanya mencari pemimpin. Yang ada sekarang dua. Dan Ini bukan untuk pecah-pecah. Ini untuk rakyat Indonesia,"" tegas Djoko. [lia]"
1	Lagi di Bali, Andi Arief klaim belum terima surat panggilan Bawaslu | merdeka.com	"	 Merdeka.com - Badan Pengawasan Pemilu (Bawaslu) telah melakukan pemanggilan pertama kepada Wakil Sekjen Partai Demokrat Andi Arief. Pemanggilan ini untuk mengklarifikasi dugaan pemberian uang Rp 500 miliar dari Sandiaga Uno kepada PKS dan PAN. Sebab, Andi merupakan orang pertama yang membuka isu itu lewat twitternya.Namun, Andi mengklaim dirinya belum menerima surat pemanggilan dirinya oleh Bawaslu. Dia mengatakan saat ini dirinya tengah berada di Bali untuk menghadiri suatu acara.""Saya belum terima suratnya. Katanya sudah di DPP Partai Demokrat hari ini suratnya. Saya masih di Bali acara perkawinan pengurus Demokrat,"" katanya kepada wartawan, Senin (20/8).Dia mengungkapkan, jika mengetahui pemanggilan oleh Bawaslu hari ini, dirinya akan menghadiri pemanggilan tersebut. Andi menyatakan akan hadir untuk pemanggilan selanjutnya.""Kalau tahu ada panggilan hari ini saya pasti hadir. Nanti mungkin ya setelah Hari Raya Kurban baiknya kalau dipanggil saya akan hadir,"" ujarnya.Sebelumnya, Anggota Bawaslu RI Fritz Edward Siregar mengklaim, pihaknya telah mengirimkan surat ke DPP Partai Demokrat untuk pemeriksaan terhadap yang bersangkutan. Dia menjelaskan bahwa Bawaslu akan kembali memanggil Andi sebagai saksi pelapor. Pemanggilan akan dilakukan maksimal 3 kali.""Setelah sekarang akan dua kali lagi mungkin di hari Kamis atau Senin depan,"" ungkapnya.Jika nantinya hasil klarifikasi dari para saksi pelapor dianggap cukup, maka para terlapor yakni Sandiaga Uno dan partai-partai yang dituding menerima uang tersebut akan dipanggil.""Bawaslu akan melakukan klarifikasi jika ditemukan ada dugaan ke arah sana tapi yang kami kejar dulu adalah saksi,"" tuturnya.Reporter: Yunizafira PutriSumber: Liputan6.com [fik]"
2	Soal tudingan dugaan mahar Sandiaga, Bawaslu akan kembali panggil Andi Arief | merdeka.com	"	 Merdeka.com - Wakil Sekjen Partai Demokrat Andi Arief tak hadir dalam panggilan Badan Pengawas Pemilu (Bawaslu) RI hari ini. Anggota Bawaslu RI Fritz Edward Siregar mengklaim, pihaknya telah mengirimkan surat ke DPP Partai Demokrat untuk pemeriksaan terhadap yang bersangkutan.Hal ini terkait dengan dugaan pemberian uang Rp 500 miliar dari Sandiaga Uno kepada PKS dan PAN. Andi Arief sendiri merupakan orang pertama yang membuka isu itu lewat twitternya.""Saksi kunci yang dianggap mengetahui pemberian tersebut tapi tidak hadir pada hari ini,"" kata Fritz di Bawaslu RI,  Jakarta Pusat, Senin (20/8).Selanjutnya, Fritz menjelaskan bahwa Bawaslu akan kembali memanggil Andi sebagai saksi pelapor. Pemanggilan akan dilakukan maksimal 3 kali.""Setelah sekarang akan dua kali lagi mungkin di hari Kamis atau Senin depan,"" ungkapnya.Jika nantinya hasil klarifikasi dari para saksi pelapor dianggap cukup, maka para terlapor yakni Sandiaga Uno dan partai-partai yang dituding menerima uang tersebut akan dipanggil.""Bawaslu akan melakukan klarifikasi jika ditemukan ada dugaan ke arah sana tapi yang kami kejar dulu adalah saksi,"" tuturnya.Dia pun berharap Andi dapat hadir ketika dipanggil sehingga kasus ini segera terselesaikan.Reporter: Yunizafira PutriSumber: Liputan6.com [fik]"
3	Sri Mulyani di timses Jokowi-Ma'ruf, KIK jamin tak ganggu tugas Menkeu | merdeka.com	"	 Merdeka.com - Koalisi Indonesia Kerja (KIK) memasukkan nama Menteri Keuangan Sri Mulyani sebagai dewan pengarah tim kampanye nasional Joko Widodo-Ma'ruf Amin. Sekjen PKB Abdul Kadir Karding mengklaim pelibatan Sri Mulyani dalam TKN tidak akan mengganggu tugasnya sebagai menteri.Karding menyebut Sri Mulyani juga telah bersedia menjadi dewan pengarah TKN Jokowi-Ma'ruf.""Enggak. Enggak akan terganggu karena memang pekerjaannya cuma kumpul sebentar sehari setengah sejam sudah laksanakan,"" katanya di Media Center TKN Jokowi-Ma'ruf di Jalan Cemara, Menteng,  Jakarta, Senin (20/8).Tugas Sri Mulyani sebagai dewan pengarah TKN Jokowi-Ma'ruf, kata Karding, terbilang ringan dan tidak menyita banyak waktu. Sri Mulyani hanya memberikan pertimbangan dan masukan terhadap pelaksanaan tim kampanye Jokowi-Ma'ruf.""Dalam praktik kerjanya nanti hanya berikan rekomendasi kebijakan-kebijakan. Jadi tidak akan sampai menguras energi pada fokus pemenangan,"" ujarnya.Salah satu pertimbangan KIK melibatkan Sri Mulyani karena dianggap sebagai sosok dengan reputasi dan keahlian yang mumpuni terutama di bidang ekonomi.""Bu Sri Mulyani itu tokoh ekonomi. Suka atau tidak suka beliau memiliki reputasi yang baik, ekonomi terutama. Dan banyak keahlian,"" klaim Karding.Karding menyadari masuknya Sri Mulyani ke TKN menimbulkan celah bagi Koalisi Pendukung Prabowo Subianto-Sandiaga untuk menyerang KIK. Tetapi, masukan dari Sri Mulyani diperlukan untuk TKN Jokowi-Ma'ruf.""Pasti diserang. Pasti tidak ada cela pun dibuat cela. Jadi menurut saya oke saja yang penting saya lihat ini bahwa bu Sri pak JK dan lain lebih pada simbol-simbol dari kebijakan-kebijakan arahan hukum saja kepada kita yang ibaratnya di eksekutif saja,"" tandasnya.Sebelumnya, Sembilan sekjen parpol Koalisi Indonesia Kerja menyerahkan berkas struktur tim kampanye nasional (TKN) pasangan bakal calon presiden dan wakil presiden, Joko Widodo-Ma'ruf Amin ke Komisi Pemilihan Umum. Ada nama Wapres Jusuf Kalla dan Menteri Keuangan Sri Mulyani dalam struktur TKN Jokowi-Ma'ruf.Sekjen PDI Perjuangan Hasto Kristiyanto Jusuf Kalla dan Sri Mulyani menjadi dewan pengarah TKN Jokowi-Ma'ruf. Selain JK dan Srimulyani, ada pula nama mantan Wapres Try Sutrisno, Seskab Pramono Anung, Wakil Ketua Dewan Kehormatan Akbar Tanjung, Ketua Dewan Syuro DPP PKB, Dimyati Rois, Ketua Majelis Pertimbangan PPP Suharso Monoarfa.""Kemudian sebagai dewan pengarah. Satu, Haji Muhammad Yusuf Kalla. Dua, bapak Try Sutrisno. Ketiga, Puan Maharani, keempat Bapak Pramono Anung Wibowo, kelima Ibu Sri Mulyani,"" kata Hasto di Kantor KPU, Jalan Imam Bonjol, Menteng, Jakarta, Senin (20/8).""Keenam, bapak Agung Laksono, ketujuh Bapak Akbar Tanjung, kedelapan KH Dimyati Rois, kesembilan Bapak Siswono Yudhohusodo, kesepuluh Bapak Suharso Monoarfa, Kesebelas Bapak Sidarto Tanusubroto. Kedua belas Laksamana TNI Purn Prof Marsetyo,"" ujarnya. [fik]"
4	Gerindra yakin PAN, PKS, Demokrat setuju Djoko Santoso jadi ketua tim pemenangan | merdeka.com	"	 Merdeka.com - Wakil Ketua Umum Partai Gerindra Ferry Juliantono menuturkan nama mantan Panglima TNI Djoko Santoso sebagai ketua tim pemenangan Prabowo-Sandiaga, akan disepakati oleh PKS, PAN, Demokrat dalam waktu dekat. Parpol koalisi tengah menyelesaikan struktur tim pemenangan.""Sejauh mana persetujuan dari PAN, PKS, dan Demokrat rasanya sih Insya Allah setuju dan pada saat yang bersamaan kami juga terus menyempurnakan struktur tim pemenangan, kemudian juga sekarang sudah mulai menerima nama-nama dari partai-partai yang akan dimasukkan dalam tim pemenangan,"" ujarnya Ferry di kawasan Tanah Abang,  Jakarta Pusat, Senin (20/8).Finalisasi tim pemenangan itu akan dilakukan pekan ini. Pendaftaran ke KPU bakal dilakukan pekan depan.""Minggu ini baru kita selesaikan strukturnya kemudian nama dari partai. hari ini ada rapat minggu ini selesai, minggu depan mungkin akan diselesaikan daftar tim pemenangan atau tim kampanye nasional Prabowo Subianto - Sandiaga Uno ke KPU,"" ucapnya.Sementara itu, Wakil Ketua Umum PAN Viva Yoga Mauladi tidak keberatan siapapun yang diajukan sebagai ketua tim pemenangan pasangan calon presiden Prabowo Subianto-Sandiaga Uno. Termasuk nama mantan Panglima TNI Djoko Santoso.Viva mengatakan hal tersebut harus dibahas bersama dengan mitra koalisi. Pihaknya bakal setuju selama disepakati bersama Prabowo dan Sandiaga.""Ya kita tidak keberatan pak Djoko Santoso, tidak keberatan sih, atau siapa, Pak SBY ya tidak keberatan juga,"" kata Viva.PAN tidak dalam posisi memperebutkan kursi ketua tim pemenangan. Alasannya, itu bukan masalah krusial. Menurutnya yang penting sosok tersebut memiliki kemampuan.""Yang penting itu kan yang mampu punya kemampuan manajerial, sebagai ketua tim sukses, punya kemampuan manajerial, leadership,"" jelasnya. [noe]"
5	KPU: Tak ada larangan Wapres jadi dewan pengarah dan menteri gabung tim kampanye | merdeka.com	"	 Merdeka.com - Wakil Presiden Jusuf Kalla (JK) didapuk menjadi Ketua Dewan Pengarah dalam struktur tim kampanye nasional pasangan calon presiden dan wakil presiden Joko Widodo dan Maruf Amin. KPU menilai penempatan itu tak menjadi masalah. Menurut Ketua KPU Arief Budiman, tak ada larangan Wapres menjadi dewan pengarah tim kampanye.""Tidak diatur (larangan) yang begitu. Kalau susunan tim kampanye yang itu tadi (JK) tidak masuk kategori yang diatur,"" ujar Arief, di KPU RI,  Jakarta Pusat, Senin (20/8).Begitu pun menteri yang termasuk tim kampanye. Menurut Arief, KPU tidak mengeluarkan larangan mereka ikut serta bergabung dengan tim kampanye.""Mengganggu kinerjanya atau tidak KPU tidak masuk ke sana"" sebutnya.Hanya saja, jika pejabat negara menjadi bagian tim kampanye dan ikut berkampanye, maka ketentuan dalam melakukan kampanye melekat kepada yang bersangkutan.""Misalnya tidak boleh menggunakan fasilitas negara. Harus cuti selama mengikuti kampanye,"" ucapnya.Pengurus PSI dan Perindo yang bukan merupakan partai pengusung paslon juga tak masalah jika masuk ke dalam struktur tim kampanye. Kedudukan kedua partai baru itu sendiri adalah partai pendukung.""Kalau itu boleh kan siapa saja bisa dimasukan, kecuali yang dilarang,"" kata Arief.""Kalau kepala daerah kan tidak boleh jadi ketua (kampanye). Apa yang sudah diatur maka itu yang nanti diberlakukan misalnya kepala daerah tadi,"" lanjutnya.Sebelumnya, sembilan sekjen parpol Koalisi Indonesia Kerja menyerahkan berkas struktur tim kampanye nasional (TKN) pasangan bakal calon presiden dan wakil presiden, Joko Widodo-Ma'ruf Amin ke Komisi Pemilihan Umum. Ada nama Wapres Jusuf Kalla dan Menteri Keuangan Sri Mulyani dalam struktur TKN Jokowi-Ma'ruf.Sekjen PDI Perjuangan, Hasto Kristiyanto mengatakan Jusuf Kalla dan Sri Mulyani menjadi dewan pengarah TKN Jokowi-Ma'ruf. Selain JK dan Srimulyani, ada pula nama mantan Wapres Try Sutrisno, Seskab Pramono Anung, Wakil Ketua Dewan Kehormatan Golkar Akbar Tanjung, Ketua Dewan Syuro PKB Dimyati Rois, Ketua Majelis Pertimbangan PPP Suharso Monoarfa.""Kemudian sebagai dewan pengarah. Satu, Haji Muhammad Yusuf Kalla. Dua, bapak Try Sutrisno. Ketiga, Puan Maharani, keempat Bapak Pramono Anung Wibowo, kelima Ibu Sri Mulyani,"" kata Hasto di Kantor KPU, Jalan Imam Bonjol, Menteng, Jakarta, Senin (20/8).""Keenam, bapak Agung Laksono, ketujuh Bapak Akbar Tanjung, ke delapan KH Dimyati Rois, kesembilan Bapak Siswono Yudhohusodo, kesepuluh Bapak Suharso Monoarfa, kesebelas Bapak Sidarto Tanusubroto. Kedua belas Laksamana TNI Purn Prof Marsetyo,"" ujarnya.Reporter: Yunizafira PutriSumber: Liputan6.com [noe]"
6	Prabowo Soenirman rela Wagub DKI diisi PKS asal Anies jadi kader Gerindra | merdeka.com	"	 Merdeka.com - Anggota DPRD DKI  Jakarta dari Fraksi Gerinda, Prabowo Soenirman menilai, tak masalah jika PKS mengisi otomatis posisi wakil gubernur DKI yang ditinggalkan Sandiaga Uno. Namun dia berharap, Anies Baswedan sebagai gubernur masuk sebagai kader Gerindra.Sandiaga mundur dari Wagub DKI karena maju sebagai Cawapres dampingi Prabowo Subianto di Pilpres 2019. Sehingga, tak ada kader Gerindra lagi yang pimpin DKI. Sebab, Anies bukan berasal kader dari parpol, baik PKS maupun Gerindra.""Dengan catatan tadi, sampai seandainya PKS ngotot, maka kami berharap Anies menjadi kader Gerindra,"" kata Prabowo di kantor DPRD DKI Jakarta, Senin (20/8).Dia menyebut pihaknya akan mengalah kepada PKS soal posisi Wagub DKI, apabila Anies bersedia menjadi kader partai pimpinan Prabowo Subianto. Tak hanya itu, Prabowo mengatakan, PKS belum melakukan lobi politik guna mengisi kekosongan di pimpinan Jakarta.""Kalau Pak Anies jadi kader Gerindra, kita legowo. Dia menyatakan hal itu dengan membuat KTA baru,"" ucap.Dalam lobi Pilpres 2019, PKS dan Gerindra sepakat Sandiaga mundur dari wagub DKI dan kader Gerindra. Sehingga melahirkan pasangan Prabowo-Sandiaga. Sementara posisi Wagub DKI, nantinya akan diisi oleh PKS.Reporter: Ika DefiantiSumber: Liputan6.com [rnd]"
7	PKS nilai Kemendagri 'offside' bilang Aher tak bisa jadi Wagub DKI | merdeka.com	"	 Merdeka.com - Wakil Ketua Majelis Syuro PKS, Hidayat Nur Wahid (HNW) menilai, Kementerian Dalam Negeri (Kemendagri) berlebihan menyebut mantan Gubernur Jawa Barat Ahmad Heryawan (Aher) tidak boleh turun jabatan menjadi Wakil Gubernur DKI menggantikan Sandiaga Uno.""Emang siapa yang mengusulkan beliau? Itu Kemendagri saja yang kemajuan. Offside Kemendagri-nya. Tentu posisi beliau untuk yang lebih luas lagi bukan menyempit jadi Wagub,"" kata Hidayat di  Jakarta, Senin (20/8).Namun, Hidayat menolak membocorkan siapa nama-nama yang diusulkan oleh PKS untuk menggantikan Sandi sebagai Wagub DKI Jakarta. Sebab, menurutnya, Sandi mundur untuk menjadi cawapres mendampingi Prabowo Subianto.""Tentu belum bisa dibocorkan sekarang, tunggu saja tanggal mainnya, tidak perlu berspekulasi dengan mengatakan inisialnya M, nanti bisa Mas, bisa Mbak, bisa Mbok, Mbah, bisa siapa saja. Mbah sabar, Mbok sabar, Mbak sabar. Mboh sabar juga boleh,"" ujarnya.Saat ini, usulan nama pengganti Sandi sedang berjalan baik di DPRD DKI, Gubernur DKI Anies Baswedan dan nantinya ke Kementerian Dalam Negeri. Karena, aturannya memang harus melibatkan DPRD DKI, Gubernur DKI kemudian Kemendagri.""Menurut saya, proses di antara PKS dengan Gerindra jalan terus. Saya kira sampai hari ini komitmen masih tetap ada yaitu bahwa Gerindra akan mempersilakan PKS mengajukan cawagub dari PKS. Tunggu saja, kan tidak lama lagi. Pak Anies juga tidak minta segera,"" jelasnya.Dia memastikan nama yang diusulkan sebagai Wagub DKI oleh PKS dan Gerindra itu akan membantu memudahkan kinerja Anies di Pemerintah Provinsi DKI Jakarta. Pasalnya, merujuk Undang-undang yang mencalonkan Gubernur dan Wakil Gubernur diganti itu partai pengusung.""Prinsipnya Anies sebagai user karena beliau tidak yang mencalonkan. Beliau pasti akan menerima apa yang diajukan Gerindra dan PKS. Tidak mungkin Gerindra dan PKS mengajukan Wagub yang membuat susah Pak Anies atau kinerja beliau jadi tak bagus,"" tegasnya.Sementara Pakar Hukum Tata Negara, Irman Putrasidin mengatakan, Ahmad Heryawan (Aher) mantan Gubernur Jawa Barat bisa saja menjadi Wakil Gubernur DKI menggantikan Sandi apabila memang tidak ada aturan yang dilanggarnya.""Selama tidak dilarang hukum, Aher bisa menjadi Wagub DKI,"" kata dia.Untuk diketahui, Kepala Pusat Penerangan Kementerian Dalam Negeri Bahtiar mengatakan, mantan Gubernur Jawa Barat Ahmad Heryawan tidak memenuhi syarat kalau diajukan sebagai calon Wakil Gubernur DKI gantikan Sandi sesuai UU Pilkada Nomor 10 Tahun 2016.""Pak Aher sudah 2 kali menjadi Gubernur Jabar, sehingga tidak boleh dicalonkan lagi menjadi Wagub DKI sebagaimana tertuang dalam Pasal 7 Ayat (2) huruf n dan huruf o UU Nomor 10/2016,"" kata Bahtiar.Padahal, mekanisme pengisian kekosongan jabatan Wakil Gubernur DKI Jakarta juga diatur dalam Pasal 176 Undang-Undang No 10 Tahun 2016 tentang Pemilihan Kepala Daerah (UU Pilkada).Pada Pasal 176 ayat (1) UU Pilkada diatur bahwa dalam hal Wakil Gubernur DKI berhenti karena permintaan sendiri, pengisian Wakil Gubernur DKI dilakukan melalui mekanisme pemilihan oleh DPRD Provinsi DKI berdasarkan usulan dari partai politik atau gabungan partai politik pengusung.Kemudian, Pasal 176 Ayat (2) diatur bahwa partai politik atau gabungan partai politik pengusung mengusulkan 2 (dua) orang calon Wakil Gubernur DKI kepada DPRD DKI melalui Gubernur DKI untuk dipilih dalam rapat paripurna DPRD DKI Jakarta.Sebelumnya, Sandiaga Uno mengundurkan diri dari jabatan Wakil Gubernur DKI karena maju menjadi bakal calon Wakil Presiden RI mendampingi Prabowo Subianto pada Pemilu Presiden 2019.Kemudian, muncul nama mantan Gubernur Jawa Barat Ahmad Heryawan (Aher) yang disiapkan oleh Partai Keadilan Sejahtera (PKS) untuk menjadi Wakil Gubernur DKI menggantikan Sandi. Bahkan, Aher mundur atau mencabut berkas sebagai calon anggota legislatif dari PKS untuk Pemilu 2019.Anies Baswedan-Sandi menang dalam pertarungan Pilkada DKI 2017 diusung oleh dua partai politik yakni Partai Gerindra dan PKS. Sehingga, dua partai tersebut berhak untuk mengusulkan nama pengganti Sandi. [rnd]"
8	Seskab pastikan menteri jadi timses Jokowi-Ma'ruf tidak ganggu kerja pemerintah | merdeka.com	"	 Merdeka.com - Beberapa menteri Kabinet Kerja masuk dalam timses Joko Widodo - Ma'ruf Amin di Pilpres 2019 mendatang. Sekretaris Kabinet, Pramono Anung, memastikan keterlibatan mereka tidak akan mengganggu kerja sebagai menteri.""Kalau beberapa menteri kan lebih pada pengarah. Pengarah itu kan mengarahkan, tidak seperti yang di bawahnya ya direktur, tim teknis, dan sebagainya. Sehingga konsentrasi di kementeriannya tidak akan terganggu,"" jelas Pramono di Kompleks Istana Kepresidenan,  Jakarta, Senin (20/8).Bekas Sekjen PDI Perjuangan ini memastikan menteri yang jadi timses Jokowi-Ma'ruf tidak akan turun langsung ke lapangan untuk berkampanye. Mereka hanya memberikan petunjuk kepada tim pelaksana kampenye sembari menjalankan tugas negara seperti biasa.""Enggak ada orasi-orasian, menteri kerja saja,"" tutur dia.Tak berbeda dengan menteri, Jokowi sebagai Capres juga tidak akan berkampanye besar-besaran seperti pada Pilpres 2014. Pramono mengatakan, Jokowi nantinya tetap fokus bekerja sebagai Kepala Negara.""Sebagai Presiden incumben beliau menitikberatkan pada kerja yang sudah dilakukan selama ini. Sehingga dengan demikian beliau akan ambil posisi pada kerja seperti biasa, kecuali ya memang debat-debat dan sebagainya,"" ujarnya.Hari ini, sekjen parpol Koalisi Indonesia Kerja (KIK) menyerahkan daftar nama Tim Kampanye Nasional (TKN) Joko Widodo-Ma'ruf Amin kepada Komisi Pemilihan Umum (KPU). Dalam daftar tersebut ada beberapa nama menteri Kabinet Kerja yang bergabung dalam timses.Nama menteri nonpartai yang bergabung dalam tim tersebut yakni Kepala Staf Kepresidenan Moeldoko dan Menteri Keuangan Sri Mulyani. Moeldoko ditunjuk sebagai salah satu wakil ketua TKN sementara Sri Mulyani masuk ke Dewan Pengarah TKN Joko Widodo-Ma'ruf Amin. [lia]"
9	Sekjen PDIP jamin netralitas JK meski masuk tim kampanye Jokowi | merdeka.com	"	 Merdeka.com - Nama Wakil Presiden Jusuf Kalla (JK) masuk ke dalam tim kampanye nasional Joko Widodo-Ma'ruf Amin sebagai dewan pengarah. Sekretaris Jenderal PDI Perjuangan Hasto Kristiyanto menjamin pelibatan JK di TKN Jokowi-Ma'ruf tidak akan mempengaruhi netralitasnya sebagai Wapres.""Oh tidak. Karena inikan kesinambungan dengan pemerintahan sebelumnya. Apapun Pak Jokowi-Kiai Ma'ruf adalah kesinambungan dari pemerintahan Jokowi-JK,"" kata Hasto di Kantor KPU, Jalan Imam Bonjol,  Jakarta, Senin (20/8).Hasto menjelaskan, nantinya JK akan bertugas memberikan rekomendasi dan pertimbangan atas pelaksanaan TKN Jokowi-Ma'ruf.Sementara itu, kata Hasto, tugas dewan penasihat adalah menyampaikan nasihat-nasihat agar proses pemenangan Jokowi-Ma'ruf sesuai nilai kebangsaan dan tidak memecah belah bangsa.Dewan pengarah ini akan diisi oleh 9 ketua umum partai KIK. Di antaranya, Ketum PDIP Megawati Soekarnoputri, Ketum Partai Golkar Airlangga Hartarto, Ketum PKB Muhaimin Iskandar, Ketum Partai NasDem,Surya Paloh, M, Romahurmuziy, Ketum Partai Hanura Osman Sapta, Ketum Perindo Hary Tanoesoedibjo, Ketum PKPI Diaz Hendropriyono dan Ketum PSI Grace Natalie.""Pengarah itu sifatnya direction, sedangkan penasihat itu lebih kepada aspek wisdomnya dan juga kebangsaan, nilai-nilai fundamental yang kita jaga dari tim kampanye, jangan sampai kampanye memecah persatuan bangsa,"" ujarnya. [rnd]"
