	Judul	Konten
0	Koalisi Jokowi-Ma'ruf libatkan kepala daerah di tim kampanye | merdeka.com	"	 Merdeka.com - Koalisi Indonesia Kerja akan melibatkan kepala daerah dan calon anggota legislatif dalam tim kampanye nasional Joko Widodo-Ma'ruf Amin. Sekjen PKB Abdul Kadir Karding mengatakan pihaknya akan melihat aturan KPU terkait pelibatan kepala daerah dan caleg dalam tim kampanye.""Sepanjang tidak dilarang aturan maka salah satu ujung tombak juru kampanye kita adalah kepala daerah termasuk kepala desa dan para caleg semua partai kita perkirakan sekitar 17-an ribu,"" kata Karding di Media Center TKN Jokowi-Ma'ruf di Jalan Cemara, Menteng,  Jakarta, Senin (20/8).Jika tidak diperbolehkan oleh aturan, kata Karding, para kepala daerah akan menjadi pengarah dalam TKN Jokowi-Ma'ruf. Namun jika diperbolehkan, para epala daerah akan ditugaskan menjadi pengarah teritori.Pihaknya akan mengatur agar pelibatan kepala daerah di TKN Jokowi-Ma'ruf tidak melanggar aturan dan menimbulkan konflik kepentingan.""Tentu-tentu. Saya kira enggak ada masalah kan sepanjang enggak dilarang dan kami atur mekanismenya ada, tidak conflict of interest,"" ujarnya.Karding menjelaskan, kepala daerah yang dilibatkan tidak hanya dari daerah-daerah yang menjadi titik lemah dari Jokowi di Pemilu 2014 lalu. Ada sekitar 9 daerah yang disebut menjadi titik lemah Jokowi.""Oh enggak. Kalau kampanye kan semua potensi harus digunakan. Soal pak Jokowi kalah tergantung. Kalau mereka mau bergabung ya kita ambil, jika tidak tentu kami ambil langkah-langkah lain. Jadi enggak spesifik gitu,"" ungkap dia.Tim kampanye Jokowi-Ma'ruf menganggap semua daerah penting. Seluruh elemen TKN Jokowi-Ma'ruf akan ditugaskan mensosialisasikan capaian program dan kerja Jokowi per wilayah dengan memakai data yang akurat.""Semua sebenarnya penting. Tahun lalu data dari Sumbar, Sumatera sebagian, Aceh, beberapa daerah lain itu memang kalah. Tapi kan banyak perubahan sekarang termasuk di Jabar,"" terang Karding.""Karena hasil pembangunan Pak Jokowi relatif dirasakan masyarakat. Kita lihat di Jawa Barat misalnya sekarang elektabilitas Pak Jokowi menanjak signifikan melebihi pak Prabowo jauh,"" sambungnya. [dan]"
1	Djoko Santoso diajukan pimpin timses Prabowo bukan untuk saingi kubu Jokowi | merdeka.com	"	 Merdeka.com - Bubu bakal calon presiden dan wakil presiden Prabowo Subianto dan Sandiaga Salahuddin Uno berencana memilih Mantan Panglima TNI Jenderal Djoko Santoso menjadi ketua tim pemenangan kampanye. Nama Djoko juga sudah disetujui salah satu koalisi Prabowo-Sandi Partai Keadilan Sejahtera (PKS).Menurut Wakil Ketua Majelis Syuro PKS Hidayat Nur Wahid keberadaan Djoko bukan untuk mengimbangi koalisi Presiden Joko Widodo (Jokowi) yang memiliki dua Jenderal seperti Moeldoko dan Luhut Binsar Pandjaitan. Dia mengaku, Djoko Santoso sebagai ketua tim pemenangan hanya untuk memaksimalkan kinerja tim pemenangan.""Engga-enggak. Justru kami enggak berpikir itunya yang kami berpikirnya adalah sepenuhnya tadi bahwa kami menginginkan bahwa ini betul-betul bisa mobile bisa maksimal tapi juga sekaligus dengan sebuah penegasan agar justru NKRI tetap terjaga supaya kampanye maupun aksi menuju pilpres itu tidak melenceng dari pada tujuan,"" kata Hidayat di Kompleks Parlemen, Senayan,  Jakarta, Senin (20/8).Menurut Hidayat, jika Jokowi menunjuk purnawirawan TNI sebagai ketua tim pemenangan maka tidak menjadi masalah bagi kubu Prabowo. Sebab, itu adalah hak Jokowi sebagai bakal calon presiden.""Pak Moeldoko atau Luhut Binsar Pandjaitan atau siapapun yah kita tentukan saja. Itu hak Jokowi untuk menentukan siapa kepala ketua ketua timsesnya,"" ungkapnya.Wakil Ketua MPR ini melanjutkan, jika kedua tim pemenangan berasal dari TNI maka mereka akan saling berlomba-lomba untuk menciptakan Pilpres 2019 yang sehat. Serta tanpa saling menjatuhkan.""Mereka akan membuktikan, berlomba-lomba membuktikan bahwa mereka adalah sapta marga sesungguhnya dan karenanya tidak membolehkan untuk mengarahkan pilpres ini menjadi ajang untuk melemahkan negara, apalagi untuk memberikan intro pada pihak asing untuk menjatuhkan indonesia untuk kemudian membuat anak bangsa saling bertikai. TNI pasti tidak akan ke situ,"" ucapnya. [rzk]"
2	9 Sekjen KIK serahkan struktur tim kampanye Jokowi-Ma'ruf ke KPU, nama ketua menyusul | merdeka.com	"	 Merdeka.com - Sembilan sekjen partai Koalisi Indonesia Kerja (KIK) akan berkunjung ke Komisi Pemilihan Umum (KPU) siang ini. Kedatangan para sekjen itu untuk menyerahkan berkas tambahan persyaratan kelengkapan berkas pasangan bakal calon presiden dan wakil presiden Joko Widodo-Ma'ruf Amin. Salah satunya terkait struktur tim kampanye nasional (TKN).""Rencana jam 2 nanti para sekjen yang tergabung dalam TKN akan datang ke KPU untuk sampaikan beberapa syarat administrasi. Salah satunya adalah susunan tim kampanye nasional,"" kata Sekjen PKB Abdul Kadir Karding di Media Center TKN Jokowi-Ma'ruf di Jalan Cemara, Menteng,  Jakarta, Senin (20/8).Namun, berkas struktur TKN Jokowi-Ma'ruf tidak menyertakan nama ketua tim. Karding menyebut kelengkapan posisi ketua tim TKN Jokowi-Ma'ruf kemungkinan menyusul.""Masih rahasia. Kemungkinan akan menyusul,"" ujarnya.Sebab, menurut Karding, pengumuman ketua tim TKN akan diumumkan langsung oleh Jokowi-Ma'ruf. Sementara, untuk saat ini, Jokowi tengah fokus pada gelaran Asian Games 2018 dan bencana gempa di Lombok, NTB.""Belum disampaikan karena kan presiden masih fokus pada Asian Games sama Lombok sehingga kami tak ingin mengganggu presiden,"" ujar Karding.Karding masih merahasiakan nama ketua TKN Jokowi-Ma'ruf. Begitu pun, ketika ditanya apakah ketua TKN Jokowi-Ma'ruf berasal dari unsur militer, Karding juga menolak berkomentar.""Enggak ada siapapun nama. Kalaupun ada yang beredar rumor soal tokoh militer atau sipil itu enggak ada. Karena sejak awal kesepakatan kita adalah ingin memberi keleluasaan kepada pak presiden,"" ungkapnya.Ketua Umum PPP M Rommahurmuziy membocorkan kandidat ketua TKN Jokowi-Ma'ruf berinisial M. Karding mengaku tidak tahu. Dia menyebut mungkin saja Rommy telah mendengar nama-nama kandidat ketua TKN dari Jokowi.""Bisa jadi pak Rommy dengar dari presiden langsung. Kan saya belum tabayun ke beliau,"" tandas Karding. [dan]"
3	Masih di BPIP, Mahfud mengaku tidak masuk timses Jokowi atau Prabowo | merdeka.com	"	 Merdeka.com - Mahfud MD menegaskan tidak akan menjadi tim sukses koalisi siapa pun di Pilpres 2019 mendatang. Menurut dia, jabatannya di Badan Pembina Ideologi Pancasila (BPIP) sebagai anggota dewan pengarah menjadikannya sebagai pejabat negara yang wajib netral.""Saya berada di BPIP. BPIP ditugaskan Presiden untuk menata ideologi, tentu termasuk bagaimana netralitas penyelenggara negara. Maka dari itu kalau saya masuk timses mana pun saya tidak netral,"" kata Mahfud di Balai Sarbini,  Jakarta, Senin (20/8).Mahfud mengaku saat ini tidak ada tawaran dari kubu mana pun yang coba untuk menjadikannya bagian dari tim sukses. Namun bila hal itu terjadi, Mahfud menegaskan pilihannya adalah untuk mundur dari posisinya di BPIP.""Memang pilihannya itu, mundur atau jadi tim sukses, begitu kalau bagi saya. Tetapi (sejauh ini) tidak ada tawaran,"" jelas dia.Diketahui, komunikasi Mahfud dengan kedua kubu masih terjalin baik. Walau sempat dikagetkan Jokowi soal batalnya dia sebagai calon wakil presiden, Mahfud mengaku hal itu tak menjadi soal serius.Begitu pula kubu Prabowo, beberapa hari lalu Mahfud kedatangan Sudirman Said, tim sukses Prabowo-Sandi. Kedatangan yang diklarifikasi tanpa intrik politik tersebut, dikatakan hanya sebatas perbincangan santai antar teman.""Jadi saya sering diskusi saja tentang politisi, ya tentang informasi tertutup, dan gimana caranya menyelesaikan itu secara kenegaraan, tanpa pemihakan politik dengan siapa pun,"" tandas dia.Reporter: Muhammad RadityoSumber: Liputan6.com [eko]"
4	Andi Arief disebut bakal penuhi panggilan Bawaslu soal laporan mahar Rp 500 M | merdeka.com	"	 Merdeka.com - Wasekjen Partai Demokrat Andi Arief disebut bakal hadir sebagai saksi atas laporan dugaan mahar Rp 500 miliar dari Sandiaga ke PAN dan PKS di Badan Pengawas Pemilu (Bawaslu). Andi Arief akan diminta klarifikasi atas laporan yang dibuat Federasi Indonesia Bersatu pada Selasa (14/8) lalu.""Dan informasinya, dari orang yang cukup dipercaya hari ini beliau hadir,"" kata Kuasa hukum Federasi Indonesia Bersatu, M Zakir Rasyidin di Kantor Bawaslu, Thamrin,  Jakarta, Senin (20/8).Namun, Zakir mengaku tidak mengetahui kapan Andi Arief datang memenuhi panggilan Bawaslu. Pihaknya menilai Andi Arief adalah orang yang kompeten menjelaskan soal dugaan mahar Rp 500 miliar tersebut.""Informasi pastinya belum tahu jam berapa. Tapi yang pasti katanya hadir hari ini. Mungkin setelah kami bisa jadi beliau,"" ungkapnya.Sebelum memeriksa Andi, kata Zakir, Bawaslu terlebih dahulu meminta klarifikasi dari pihak terlapor, yakni Federasi Indonesia Bersatu terkait laporannya.""Dan hari ini kita diminta hadir untuk memberikan beberapa klarifikasi dan juga kami hadirkan beberapa saksi dan salah satunya Andi Arief,"" jelasnya.""Hari ini pelapor, Pak Fritz ya selaku wakil ketum Fiber, kemudian ada pak Steve, ada Bang Ade dan juga Andi Arief,"" sambung Zakir.Diketahui, Bawaslu menindaklanjuti laporan yang diajukan Federasi Indonesia Bersatu atas tudingan Wasekjen Partai Demokrat Andi Arief soal mahar Rp 500 miliar dari Sandiaga Uno kepada PKS dan PAN. Komisioner Bawaslu Ratna Dewi Petalolo mengatakan pihaknya akan memanggil Andi Arief untuk menjadi saksi atas tudingan tersebut.""Saksi yang diajukan oleh pelapor, ada tiga orang. Salah satunya, Andi Arief,"" kata Ratna saat dihubungi, Senin (20/8).Namun, kata Ratna, hingga sekarang belum ada konfirmasi kehadiran dari Andi Arief untuk memenuhi panggilan Bawaslu.Nantinya, ketiga saksi akan diperiksa oleh tim klarifikator bagian penindakan Bawaslu. Tim akan menggali keterangan saksi atas tudingan mahar Rp 500 miliar dari Sandiaga ke PKS dan PAN agar memilihnya menjadi calon wakil presiden Prabowo Subianto.""Satu-satu kami klarifikasinya,"" paparnya. [dan]"
5	Hidayat Nur Wahid yakin Gerindra komitmen jatah Wagub DKI untuk PKS | merdeka.com	"	 Merdeka.com - Wakil Ketua Majelis Syuro Partai Keadilan Sejahtera (PKS) Hidayat Nur Wahid yakin Partai Gerindra akan memegang komitmen untuk memberikan posisi Wakil Gubernur DKI  Jakarta ke partainya. Sebab, kata dia, hal itu sudah menjadi kesepakatan bersama.""Saya kira Gerindra tidak mau gamblinglah, Gerindra sudah paham tentang apa yang dikomitmenkan bersama dan saya kira Gerindra tidak ingin kesepakatan yang sudah baik ini kemudian mereka ciderai,"" kata di Kompleks Parlemen, Senayan, Jakarta, Senin (20/8).Diketahui, Sandiaga Salahuddin Uno mengundurkan diri sebagai Wakil Gubernur DKI Jakarta. Dia mengundurkan diri untuk maju Pilpres 2019 sebagai calon wakil presiden dari Ketua Umum Partai Gerindra Prabowo Subianto. Kemudian, muncul kesepakatan posisi Wakil Gubernur nantinya akan diisi oleh PKS.Menurut Hidayat, saat ini PKS dan Gerindra lebih fokus pada proses legalitas pengunduran diri ataupun pengajuan nama baru calon wakil pengganti Sandiaga Uno. Karena itu, dia yakin Gerindra akan tetap memberikan kursi Wakil Gubernur pada PKS.""Menurut saya proses di antara PKS dengan Gerindra jalan terus saya kira sampai hari ini komitmen masih tetap ada yaitu bahwa Gerindra akan mempersilakan dari PKS mengajukan cawagub dari PKS,"" ungkapnya.Hingga saat ini PKS juga masih merahasiakan siapa nama yang akan dicalonkan sebagai Wakil Gubernur. Wakil Ketua MPR ini meminta semua pihak untuk lebih bersabar.""Tentu belum bisa dibocorkan sekarang. Tentu saja tanggal mainnya, tidak perlu berspekulasi dengan mengatakan inisialnya M, nanti bisa Mas, bisa Mbak, bisa Mbok, Mbah, bisa siapa saja,"" ucapnya. [eko]"
6	Bertemu Sudirman Said, Mahfud MD bantah ditawari masuk tim Prabowo-Sandi | merdeka.com	"	 Merdeka.com - Anggota Dewan Pengarah Badan Pembinaan Ideologi Pancasila (BPIP) Mahfud MD angkat suara terkait pertemuan dengan Sudirman Said. Menurut Mahfud, pertemuan tersebut sangat biasa dan sudah sering terjadi, meski kini Sudirman berada di kubu Prabowo Subianto-Sandiaga Uno.""Gini, Sudirman itu teman saya, saya sering berdiskusi tanpa pemihakan politik dengan siapa pun,"" kata Mahfud usai menjadi tamu PSI di Balai Sarbini, Semanggi,  Jakarta, Senin (20/8).Mahfud menjelaskan, pertemuannya dengan politisi terjadi tidak hanya dengan Sudirman. Melainkan juga dengan koalisi Jokowi-Ma'ruf Amin. Dia mencontohkan pada hari ini menghadiri acara Partai Solidaritas Indonesia.""Jadi ketemu dengan Sudirman sering sekali. Bukan hanya Sudirman, banyak sekali (lainnya). Apalagi dengan kelompok Pak Jokowi, ini ada (menunjuk Grace Natalie), kita diskusi saja semua,"" jelas dia yang berbicara di sebelah Ketum PSI Grace Natalie.Karena itu, Mahfud menegaskan tidak ada cikal pertemuan Sudirman untuk menawarkan dirinya bergabung ke Tim Sukses Koalisi Prabowo-Sandiaga. Menurut dia, tugasnya di Badan Pembina Ideologi Pancasila (BPIP), adalah menjadi seorang pejabat negara yang netral dan tak berpihak kemana pun.""Tidak ada tawaran, karena saya berada di BPIP. BPIP ditugaskan presiden untuk menata ideologi, tentu termasuk bagaimana netralitas penyelenggara negara,"" ujarnya.Reporter: M RadityoSumber: Liputan6.com [rzk]"
7	Bawaslu akan periksa Andi Arief soal Rp 500 M dari Sandi ke PKS dan PAN | merdeka.com	"	 Merdeka.com - Badan Pengawas Pemilu (Bawaslu) menindaklanjuti laporan yang diajukan Federasi Indonesia Bersatu atas tudingan Wasekjen Partai Demokrat Andi Arief soal mahar Rp 500 miliar dari Sandiaga Uno kepada PKS dan PAN. Komisioner Bawaslu Ratna Dewi Petalolo mengatakan pihaknya akan memanggil Andi Arief untuk menjadi saksi atas tudingan tersebut.""Saksi yang diajukan oleh pelapor, ada tiga orang. salah satunya, Andi Arief,"" kata Ratna saat dihubungi, Senin (20/8).Namun, kata Ratna, hingga sekarang belum ada konfirmasi kehadiran dari Andi Arief untuk memenuhi panggilan Bawaslu. ""Belum konfirmasi hadir tetapi kami menunggu saja hadirnya mereka,"" ujarnya.Nantinya, ketiga saksi akan diperiksa oleh tim klarifikator bagian penindakan Bawaslu. Tim akan menggali keterangan saksi atas tudingan mahar Rp 500 miliar dari Sandiaga ke PKS dan PAN agar memilihnya menjadi bakal calon wakil presiden Prabowo Subianto.""Satu-satu kami klarifikasinya,"" paparnya.Ditanya soal rencana memanggil Sandiaga, Ratna menyebut pihaknya belum menjadwalkan pemanggilan mantan Wagub DKI itu.""Belum melakukan pemanggilan,"" tandas Ratna. [eko]"
8	Analisis strategi Jokowi-Ma'ruf menangkan ronde kedua | merdeka.com	"	 Merdeka.com - Drama politik tersaji dikubu Joko Widodo, secara mengejutkan Jokowi memilih nama KH Ma'ruf Amin sebagai cawapresnya di pilpres 2019. Terpilihnya Ma'ruf Amin menimbulkan banyak perdebatan dipublik, ada yang setuju ada juga yang menolak. Bukan tanpa alasan, Ma'ruf yang sudah sepuh ini diragukan karena usianya. Sangat berbeda jauh dengan Prabowo yang mengandeng Sandiaga Uno, seorang pengusaha muda dan juga karir politiknya yang cermelang.Seolah tidak mau ambil pusing, Jokowi dengan mantap mendaftarkan diri bersama Ma'ruf Amin ke KPU. Jokowi tentu saja tidak asal memilih Ma'ruf, dia telah mempertimbangkan dari berbagai aspek dan segi presrasi Ma'ruf, baik di dunia politik dan organisasi. Semua yang dia cari, ada didiri Ma'ruf.Setelah mengandeng Ma'ruf, bagaimana peluang Jokowi mengalahkan Prabowo-Sandi? Apakah Jokowi bisa kembali duduk di kursi RI 1? Berikut analisisnya:"
9	Momen sakral HUT RI justru jadi ajang sindir kubu Prabowo-Jokowi | merdeka.com	"	 Merdeka.com - Saat ini suhu politik Indonesia sedang panas menjelang pilpres 2019 dengan dua pasangan capres dan cawapres Prabowo Subianto-Sandiaga Uno dan Joko Widodo-Ma'ruf Amin. Walau belum memasuki masa kampanye, kedua kubu Prabowo dan Jokowi sudah saling serang untuk menjatuhkan lawannya.Berbagai komentar dan sindiran keluar dari mulut pendukung kedua kubu tersebut, seolah tidak kenal tempat dan waktu. Di saat perayaan HUT RI yang seharusnya hikmat dan nikmat, mereka jadikan momentum untuk saling menyerang. Berikut ini saling sindir kubu Prabowo-Jokowi di momen sakral HUT RI:"
