,Judul,Konten
0,Koalisi Yakin Mahfud MD Tetap Bersama Jokowi Meski Batal Cawapres - pilpres Tempo.co,", TEMPO.CO, Jakarta - Koalisi Joko Widodo atau Jokowi yakin anggota Dewan Pengarah Badan Pembina Ideologi Pancasila atau BPIP, Mahfud MD, akan tetap membantu pemerintah meski gagal menjadi calon wakil presiden (cawapres). Sekretaris Jenderal Partai Demokrasi Indonesia Perjuangan Hasto Kristiyanto mengatakan peristiwa itu bagian dari dinamika politik yang sudah selesai.Mahfud, kata dia, sudah legawa dan akan tetap membantu pemerintahan Jokowi. ""Tadi sudah bersama, nanti ada foto-foto keakraban antar-para tokoh BPIP, nanti disebar,"" katanya saat ditemui di kantor Dewan Pimpinan Pusat (DPP) Partai NasDem, Jakarta, Rabu, 15 Agustus 2018.Baca: Bantah Mahfud MD, Rommy PPP: Jokowi Tak Ditekan Siapapun Majalah Tempo: Manuver yang Gagalkan Mahfud MD Cawapres JokowiKetua DPP Partai Kebangkitan Bangsa PKB Lukman Eddy juga senada. Menurut dia, Mahfud akan bersama Jokowi minimal sampai akhir periode pemerintahan pada 2019, sebagaimana pernyataan Mahfud dalam acara Indonesia Lawyers Club (ILC) di tvOne, Selasa malam, 14 Agustus 2018. Selebihnya, Lukman tidak dapat memperkirakannya. “Tergantung kesediaan beliau,"" ujarnya di Posko Cemara, Jakarta, Rabu, 15 Agustus 2018.Di ILC, Mahfud memang menyatakan akan tetap bersama Jokowi, minimal dalam tugas kenegaraan yang saat ini diembannya sebagai anggota Dewan Pengarah Badan Pembina Ideologi Pancasila. ""Kalau saya jadi cawapres, malah saya harus mundur dari jabatan itu,"" ucapnya dalam acara ILC. Sebagai anggota BPIP, ia harus bersikap netral.Baca: Mahfud MD: Pak Jokowi Tak Usah Merasa ...Adapun Sekretaris Jenderal NasDem Johnny G. Plate mengatakan akan menghargai apa pun keputusan Mahfud. Menurut dia, Mahfud tokoh terkemuka yang tak usah diragukan sumbangannya terhadap negara. Mahfud MD, kata Johnny, adalah tokoh prominen Indonesia yang pasti tahu sikapnya dalam pemilihan 2019. ""Kami yakin dia akan memberikan sumbangsih terhadap negara dengan cara-caranya sendiri,"" tuturnya di kantor DPP NasDem, Rabu.Simak: Mahfud MD Sudah Urus Surat Syarat Cawapres ... "
1,Cerita PKB tentang Mahfud Md yang Gagal Jadi Cawapres Jokowi - pilpres Tempo.co,", TEMPO.CO, Jakarta - Ketua Partai Kebangkitan Bangsa (PKB) Lukman Eddy mengatakan punya cerita tentang batalnya Mahfud MD jadi calon wakil presiden atau cawapres Jokowi. Ia membantah penjelasan mantan ketua Mahkamah Konstitusi itu di acara Indonesia Lawyers Club yang disiarkan langsung oleh TV One pada Selasa malam, 14 Agustus 2018.Dalam acara itu, Mahfud menceritakan soal keputusan calon presiden inkumben Joko Widodo atau Jokowi yang tidak jadi menunjuknya sebagai cawapres. Menurut Lukman, pada saat itu Mahfud baru mencerita sebagian dari yang diketahuinya. “Sebagian yang tidak dia ketahui, tentu tidak bisa dia ceritakan,"" ujar Lukman saat ditemui di Posko Cemara, Jakarta pada Rabu, 15 Agustus 2018.Baca:Bantah Mahfud MD, Rommy PPP: Jokowi Tak Ditekan SiapapunPolemik Cawapres Jokowi, Mahfud MD Diperhitungkan Karena Dua HalMahfud menceritakan bahwa sampai Kamis, 9 Agustus 2018, Jokowi sudah menjatuhkan pilihannya kepadanya. Keputusan itu tiba-tiba berubah pada sore hari, di menit-menit terakhir sebelum Jokowi mengumumkan cawapresnya di Restoran Plataran Menteng, Jakarta pada Kamis malam, 9 Agustus 2018.Mahfud telah bersiap dan diperintahkan menunggu di Restoran Tesate yang berada di seberang Restoran Plataran. Namun, sore hari sebelum pengumuman, dia dihubungi politikus PDIP Pratikno. ""Pak Mahfud, sepertinya ada perubahan. Coba Bapak kembali dulu ke tempat semula."" Begitu Mahfud bercerita.Baca: Mahfud MD: Pak Jokowi Tak Usah Merasa ... Menurut Mahfud, perubahan itu karena desakan sejumlah partai politik pendukung Jokowi. Tempo mengkonfirmasi ulang cerita Mahfud di acara ILC. Namun, Mahfud enggan berkomentar.Lukman mengatakan, pada 9 Agustus 2018, nama-nama cawapres justru bias kembali. ""Tidak mengerucut ke satu nama, nama-nama lain malah kembali beredar."" Nama yang beredar adalah tokoh-tokoh partai. Ada Ketua Umum PKB Muhaimin Iskandar dan Ketua Umum Golkar Airlangga Hartarto.Simak: Mahfud MD Sudah Urus Surat Syarat Cawapres ...Nama-nama di luar tokoh partai pun muncul. ""Nama-nama lain seperti Pak Moeldoko juga menguat, bahkan Chairul Tanjung juga menguat,"" ujar dia.Sebagian dari cerita Mahfud MD, ujar Lukman, memang sama seperti informasi yang diterima partainya. Soal kronologis yang disampaikan Mahfud juga dibenarkannya. “Tapi hal-hal tertutup yang tidak diketahui Pak Mahfud itu kan tidak bisa beliau ceritakan karena tidak beliau ketahui."""
2,"Tinjau Korban Gempa Lombok, Sandiaga Uno Blusukan ke Pasar - pilpres Tempo.co",", TEMPO.CO, Jakarta - Bakal calon wakil presiden Sandiaga Uno di sela-sela meninjau korban gempa Lombok, Nusa Tenggara Barat, menyempatkan diri blusukan dan menyapa para pedagang tradisional yang berjualan di Pasar Gunungsari, Kabupaten Lombok Barat, Rabu, 15 Agustus 2018.Baca juga: Penanganan Gempa Lombok, Jokowi Sampaikan Lima ArahanDalam kunjungannya tersebut, Sandiaga Uno berjanji akan membantu merevitalisasi pasar tradisional Gunungsari pascagempa  7 Skala Richter yang mengguncang Pulau Lombok pada Minggu, 5 Agustus 2018.""Tadi, saya sudah keliling dan menyerap aspirasi pedagang, mereka menghendaki adanya pasar yang lebih representatif,"" kata Sandiaga Uno saat blusukan di Pasar Gunungsari.Menurut Sandi, kondisi pasar Gunungsari dirasa sangat tidak layak. Karena itu revitalisasi salah satu pasar terbesar di Lombok Barat itu mendesak dilakukan. ""Kita akan coba membantu agar para pedagang bisa berjualan lebih baik,"" ucapnya.Sandi yang datang ke NTB dalam rangka mengunjungi pengungsi korban gempa bumi di Wadon, Desa Kekait di Lombok Barat dan pengungsi di Lombok Timur mengaku, menyempatkan blusukan ke pasar tidak lain lebih banyak mendengarkan masukan dari para pedagang.Baca juga: Jokowi Tinjau Rumah Warga yang Roboh Akibat Gempa LombokHal ini, kata dia, sesuai dengan misinya yang selama ini akan fokus mengembangkan ekonomi kerakyatan di seluruh wilayah Indonesia.""Saya sangat suka blusukan ke pasar untuk melihat pedagang dan pembeli yang akan memberikan aspirasi. Apalagi datang ke pasar adalah kebiasaan saya. Sehingga, jika sempat datang ke daerah di Indonesia, termasuk di NTB saat ini. Makanya, saya sempatkan menemui pedagang di Pasar Gunungsari,"" kata Sandiaga.Bakal calon wakil presiden Prabowo Subianto itu, menambahkan program revitalisasi dan penataan sarana usaha kawasan pedagang kaki lima (PKL) di seluruh Indonesia dapat meningkatkan transaksi jual beli yang semula hanya bersifat mingguan menjadi pasar harian.""Jadi, program revitalisasi pasar rakyat bagi saya akan mampu mendongkrak transaksi di pasar Gunungsari,"" kata Sandiaga Uno yang diusung Gerindra, PKS, PAN, dan Demokrat dalam Pilpres 2019."
3,"Polemik Mahfud MD Cawapres Jokowi, NasDem: Ini Matematika Politik - pilpres Tempo.co",", TEMPO.CO, Jakarta - Sekretaris Jenderal NasDem Johnny G. Plate menganggap tudingan Mahfud MD tidak beralasan. Sebelumnya, dalam acara Indonesia Lawyers Club (ILC) yang disiarkan secara langsung tvOne pada Selasa malam, 14 Agustus 2018, mantan Ketua Mahkamah Konstitusi itu blak-blakan tentang keputusan calon presiden inkumben Joko Widodo atau Jokowi, yang tidak jadi menunjuknya sebagai calon wakil presiden atau cawapres.Simak: Majalah Tempo: Manuver yang Gagalkan Mahfud MD Cawapres JokowiDalam acara itu, Mahfud mengungkapkan, hingga Kamis, 9 Agustus 2018, Jokowi sudah menjatuhkan pilihannya kepada dirinya. Namun keputusan itu tiba-tiba berubah pada sore hari, di menit-menit terakhir sebelum Jokowi mengumumkan cawapresnya di Restoran Plataran Menteng, Jakarta, Kamis malam, 9 Agustus 2018. Sebab, Mahfud mengatakan ada desakan dari sejumlah partai politik pendukung Jokowi. Tempo mengkonfirmasi ulang cerita Mahfud dalam acara ILC itu. Namun Mahfud enggan berkomentar.Johnny enggan membenarkan atau mengoreksi cerita Mahfud tersebut. Namun dia mempersilakan untuk mengkonfirmasi langsung kepada ketua-ketua umum partai yang hadir dalam pertemuan sebelum pengumuman di Plataran, Menteng. ""Pak Mahfud MD kan tidak ada dalam pertemuan itu,"" kata Johnny saat ditemui Tempo di kantor Dewan Pimpinan Pusat Partai NasDem, Jakarta, Rabu, 15 Agustus 2018.Simak juga: Koalisi Jokowi Ajak JK dan Mahfud MD Masuk Tim PemenanganMenurut Johnny, penunjukan Ma'ruf Amin sebagai cawapres adalah kewenangan Jokowi sepenuhnya. ""Ketua-ketua umum memberikan hak prerogatif itu dalam konteks relasi, tapi parpol juga harus menyetujui, partai yang meng-endorse. Sebab, yang tandatangan dokumen untuk ke KPU (Komisi Pemilihan Umum) adalah ketua umum dan sekjen parpol,"" ujarnya.Dengan kata lain, kata Johnny, kewenangan diberikan, tapi tetap dengan persetujuan partai-partai pendukung untuk menjaga relasi politik. ""Ini yang harus dijaga. Ini matematika politik, tentu tidak seperti matematika berhitung,"" ucapnya.Jokowi mengumumkan Ketua Majelis Ulama Indonesia Ma'ruf Amin sebagai cawapresnya pada Kamis malam, 9 Agustus 2018, di Restoran Plataran, Menteng, Jakarta. Menurut keterangan Mahfud MD, hingga pagi sebelum pengumuman tersebut, orang-orang Jokowi menyatakan dirinyalah yang akan dipilih sebagai cawapres.Baca: Mahfud MD Blak-Blakan Cawapres Jokowi, PPP: Itu Dinamika PolitikMahfud MD telah bersiap dan diperintahkan menunggu di Restoran Tesate, yang terletak di seberang Restoran Plataran. Namun, pada sore sebelum pengumuman, dia ditelpon politikus Partai Demokrasi Indonesia Perjuangan, Pratikno. ""Pak Mahfud, sepertinya ada perubahan. Coba bapak kembali dulu ke tempat semula,"" tutur Mahfud dalam ILC."
4,Sandiaga Klaim Siap Hadapi Data-data Ekonomi dari Kubu Jokowi - pilpres Tempo.co,", TEMPO.CO, Jakarta - Bakal calon wakil presiden, Sandiaga Uno, telah berulang kali menyatakan bakal berfokus di isu ekonomi dalam kampanye pemilihan presiden 2019. Sandiaga mengklaim dia dan Prabowo Subianto siap menghadapi data-data ekonomi versi calon inkumben dengan merujuk aspirasi langsung dari kaum emak (ibu-ibu) dan milenial sebagai data.Baca: Bertemu Politikus Senior Golkar, Sandiaga Ngobrol Soal Ini""Kami pakai data emak-emak dan milenial terkini bahwa memang lapangan kerja susah didapat dan harga-harga melonjak tinggi,"" kata Sandiaga setelah menghadiri perayaan ulang tahun ke-73 politikus senior Partai Golkar, Akbar Tandjung, di Jalan Purnawarman, Jakarta Selatan, Selasa, 14 Agustus 2018.Sandiaga mengklaim koalisi pengusungnya dan Prabowo juga tak ingin terpaku pada data. Ia mengatakan akan terus menyerap aspirasi dari masyarakat ihwal kondisi yang sebenarnya dihadapi. ""Kami harus pastikan bahwa kami mampu menjawab aspirasi tersebut,"" ujarnya.Baca: Alasan KPK Tidak Bisa Usut Mahar Politik Jenderal Kardus SandiagaSelain itu, Sandiaga mengatakan mereka juga akan berkonsultasi dengan sejumlah ekonom. Beberapa di antaranya, kata Sandiaga, adalah mantan Menteri Energi dan Sumber Daya Mineral, Sudirman Said; mantan Menteri Koordinator Kemaritiman, Rizal Ramli; dan ekonom senior, Kwik Kian Gie.Sandiaga mengaku optimistis data-data yang dirujuk koalisi pengusungnya mampu menandingi data-data milik inkumben. ""Insya Allah itu clear dan jadi catatan kami,"" ujarnya.Baca: Sandiaga Uno Klarifikasi Dugaan Mahar Politik ke KPK "
5,Prabowo - Sandiaga Tunjuk Ketua Umum Partai Jadi Dewan Penasihat - pilpres Tempo.co,", TEMPO.CO, Jakarta - Anggota Badan Komunikasi Partai Gerindra, Andre Rosiade, mengatakan para ketua umum partai koalisi pengusung Prabowo Subianto dan Sandiaga Uno (Prabowo - Sandiaga) bakal mengisi posisi dewan penasihat dalam tim pemenangan. ""Seluruh ketua umum akan jadi dewan penasihat,"" ujar Andre saat dihubungi Tempo, Rabu, 15 Agustus 2018.Baca: Prabowo - Sandiaga akan Masukan Ulama ke Struktur TimsesPrabowo - Sandiaga diusung oleh koalisi Partai Gerindra, Partai Keadilan Sejahtera (PKS), Partai Amanat Nasional (PAN), Partai Demokrat, dan Partai Berkarya. Dengan begitu, para pimpinan yang direncanakan menjadi dewan penasihat adalah Presiden PKS Sohibul Iman, Ketua Umum PAN Zulkifli Hasan, dan Ketua Umum Partai Demokrat Susilo Bambang Yudhoyono (SBY).PAN sempat mengusulkan Zulkifli Hasan menjadi ketua tim sukses Prabowo dan Sandiaga. Wakil Sekretaris Jenderal PAN Saleh Partaonan Daulay menilai Zulkifli Hasan mempunyai kemampuan komunikasi lintas sektoral.Menanggapi keinginan PAN, Andre menuturkan saat ini Prabowo sudah menunjuk anggota Dewan Pembina Partai Gerindra, Djoko Santoso, sebagai ketua tim pemenangan pilpres 2019. Namun penunjukan ini akan didiskusikan dengan semua mitra koalisi. ""Kalau siapa yang jadi, kami belum tahu, tapi Pak Prabowo mengusulkan nama Pak Jenderal Djoko Santoso,"" katanya. ""Mudah-mudahan dapat diterima semua pihak.""Simak: Koalisi Prabowo - Sandiaga Rampungkan Penyusunan Tim KampanyeAndre juga menyebut struktur tim pemenangan Prabowo - Sandiaga sudah hampir selesai. Menurut dia, koalisi tinggal menunjuk nama-nama yang akan masuk ke struktur tersebut. ""Mudah-mudahan minggu depan selesai,"" ucapnya."
6,"Bertemu Politikus Senior Golkar, Sandiaga Ngobrol Soal Ini - pilpres Tempo.co",", TEMPO.CO, Jakarta - Calon wakil presiden Sandiaga Uno mengaku mendapat wejangan mengenai pilpres 2019 dari politikus senior Partai Golkar, Akbar Tandjung. Sandiaga mengatakan Akbar Tandjung mengingatkan agar Sandiaga berkomitmen kepada bangsa dan negara dalam pilpres 2019.Baca: Sandiaga Janjikan Kebijakan Ekonomi yang Berpihak ke Emak - emak""Pilihan bisa beda, tapi yang penting adalah kecintaan kepada bangsa,"" kata Sandiaga di rumah Akbar Tandjung, Jalan Purnawarman, Kebayoran Baru, Jakarta Selatan, Selasa, 14 Agustus 2018. Akbar, kata Sandiaga, juga berpesan agar pilpres 2019 tidak menjadi gelaran yang memecah belah dan dipenuhi isu negatif.Sandiaga menuturkan Wakil Ketua Dewan Kehormatan Partai Golkar itu juga sepakat isu ekonomi harus menjadi fokus utama. ""Kami sepakati, juga Bang Akbar, bahwa isu lapangan pekerjaan dan harga bahan pokok ini yang jadi sorotan utama di masyarakat,"" katanya.Sandiaga mengatakan dia dan Akbar juga membicarakan soal ibu rumah tangga dan milenial. Mereka menyinggung persoalan harga bahan pokok yang terjangkau dan ketersediaan lapangan pekerjaan untuk kaum muda.Simak juga: Tim Pemenangan Prabowo - Sandiaga Akan Fokus Isu EkonomiSandiaga merupakan calon wakil presiden yang diusung oleh koalisi Partai Gerindra, Partai Keadilan Sejahtera, Partai Amanat Nasional, dan Partai Demokrat. Ia maju berpasangan dengan Ketua Umum Gerindra Prabowo Subianto."
7,Kata Cak Imin Mengapa Jokowi Belum Umumkan Ketua Tim Pemenangan - pilpres Tempo.co,", TEMPO.CO, Jakarta-Ketua Umum Partai Kebangkitan Bangsa (PKB) Muhaimin Iskandar alias Cak Imin mengungkap alasan mengapa calon presiden inkumben Joko Widodo belum mengumumkan ketua tim kampanye nasional meskipun struktur inti lainnya sudah diumumkan.Cak Imin membantah ada deadlock karena tarik-menarik kepentingan partai koalisi yang ingin menduduki jabatan strategis itu. ""Ini bagian dari strategi politik dalam pemenangan Pak Jokowi,"" ujar Muhaimin di kantor Pengurus Besar Nahdlatul Ulama, Jakarta, Selasa, 14 Agustus 2018.Baca: Maruf Amin Cawapres Jokowi, Cak Imin: Yang Penting JoinMenurut Muhaimin partai koalisi sebetulnya sudah sepakat jika ketua tim kampanye nasional dipegang Wakil Presiden Jusuf Kalla (JK). ""Semua sepakat Pak JK, tapi semua kan tergantung Pak Presiden,"" ujar dia.Sebelumnya, Sekretaris Jenderal Partai NasDem Johnny G. Plate mengatakan JK akan menjadi ketua dewan penasihat tim pemenangan Jokowi - Ma'ruf Amin. ""Sudah fix,"" ujar Johnny di Posko Cemara, Jakarta, Ahad, 12 Agustus 2018.Simak: Ma'ruf Amin Pergi Haji, Cak Imin: Semoga Bertemu Rizieq ShihabKepada Tempo Johnny membeberkan plus minus JK. Secara kompetensi dan syarat untuk menjadi ketua tim, ujar Johnny, JK dinilai sosok paling sempurna. ""Baik dari program, strategi, relasi, mengelola tim, dan pengalamannya yang luar biasa,"" ujar Johnny.Namun di lain sisi, ujar dia, JK tidak bisa dilepaskan dari posisinya sebagai wakil presiden. ""Kalau presiden sebagai inkumben cuti untuk kampanye, Wapres yang mengambil peran,"" ujar Johnny.JK mengatakan bersedia menjadi penasihat tim pemenangan Jokowi - Ma'ruf, dan bukan sebagai ketua tim. ""Kalau penasihat tentu, kan memberikan pandangan-pandangan. Bukan ketua tim,"" kata dia di Pengadilan Negeri Jakarta Pusat, Senin, 13 Juli 2018.Lihat: Tiga Pengacara yang Kerap Viral ini Jadi Jubir Timses Jokowi   "
8,"Jadi Cawapres Jokowi, Ma'ruf Amin Lepas Jabatan Rais Aam PBNU - pilpres Tempo.co",", TEMPO.CO, Jakarta - Ma'ruf Amin akan melepas jabatannya sebagai Rais Aam Pengurus Besar Nahdlatul Ulama (PBNU) sepulangnya menjalani ibadah haji di Tanah Suci Makkah, Arab Saudi. Hal tersebut diungkapkan oleh Ketua Umum PBNU Said Aqil Siradj.Baca: Koalisi Jokowi: Ma'ruf Amin Akan Tetap Tampil Apa AdanyaSaid menjelaskan, sesuai anggaran dasar dan anggaran rumah tangga (AD/ART) PBNU, tidak boleh ada rangkap jabatan antara Rais Aam dan jabatan politik. ""Jadi setelah Kiai Ma'ruf pulang dari haji, akan dilakukan rapat lengkap,"" ujar Said saat ditemui di kantor PBNU, Jakarta pada Selasa, 14 Agustus 2018.Said mengatakan, pengganti Ma'ruf sebagai Rais Aam baru akan diputuskan dalam rapat tersebut. ""Tapi secara gampang, Wakil Rais Aam Kiai Miftahul Akhyar yang akan naik,"" ujar Said. Ma'ruf menjabat Rais Aam PBNU periode 2015-2020. Pria kelahiran Tangerang 75 tahun lalu itu juga menjadi Ketua Umum Majelis Ulama Indonesia.Baca: Ma'ruf Amin Cawapres Jokowi, Luhut: Itu lah Mistery of LifeMa'ruf Amin akan berangkat menunaikan ibadah haji ke Tanah Suci Makkah, Arab Saudi pada besok pagi, Rabu, 15 Agustus 2018. Ketua Umum Partai Kebangkitan Bangsa (PKB) Muhaimin Iskandar sepulangnya Ma'ruf dari tanah suci Makkah, akan lebih siap menghadapi persiapan pemenangan pemilihan presiden 2019. ""Segenap warga nahdliyin dan keluarga PKB akan mengantarkan keberangkatan beliau esok hari,"" ujar Cak Imin."
9,"Pernah Cuit Rasis Soal Ahok, Ini Profil Jubir Jokowi - Ma'ruf - pilpres Tempo.co",", TEMPO.CO, Jakarta - Calon Presiden inkumben Joko Widodo atau Jokowi menunjuk 225 orang yang akan menjadi juru bicara tim pemenangan atau timses Jokowi - Ma'ruf Amin dalam Pilpres 2019. Dari ratusan orang tersebut, ada tiga pengacara yang namanya sering berlalu lalang di media sosial. Pengacara tersebut antara lain, Farhat Abbas, Sunan Kalijaga, dan Razman Arif Nasution. Berikut profil mereka:Baca: Purnawirawan TNI Bentuk Timses Jokowi - Ma'ruf. Siapa Ketuanya?1. Farhat AbbasNama Farhat Abbas menjadi sorotan karena pernikahannya dengan salah penyanyi, Nia Daniati. Keduanya kerap wara-wiri di media sosial dan acara-acara gosip karena saling sindir. Pernikahannya berujung pada perceraian.Sebagai seorang pengacara Farhat pernah menangani beberapa perkara hukum antara lain kasus korupsi impor gula ilegal yang menyeret nama mantan Ketua Umum Induk Koperasi Unit Desa (Inkud) Nurdin Halid pada tahun 2004. Tetapi, Farhat lebih populer mengurusi permasalahan hukum yang menimpa aktris tahan air.Simak: Strategi Eks Pangdam dan Danrem Menangkan Jokowi - Ma'ruf AminFarhat juga pernah tersangkut masalah hukum, pada tahun 2013. Masalah itu berawal dari cuitan rasisnya mengenai Basuki Tjahja Purnama alias Ahok. Diapun dilaporkan ke polisi oleh Ramdan Alamsyah, yang juga seorang pengacara.Lewat akun @farhatabbaslaw pada 2013, pengacara ini mencuit, ""Ahok sana sini protes plat pribadi B 2 DKI dijual polisi ke orang umum katanya! Dasar Ahok plat aja diributin! Apapun platnya tetap Cina."" Namun, Farhat langsung mengklarifikasi dan meminta maaf lewat aku sosial medianya.Saat ini, Farhat Abbas merupakan calon legislatif dari dari Partai Kebangkitan Bangsa di Pemilu 2019. Ia maju dari daerah pemilihan Jawa Barat 6, yang meliputi Kota Depok dan Bekasi.
"
